刀具,模型,R²,MSE,RMSE,MAE
c1,随机森林,0.9511189587785278,41.48603726426358,6.440965553724347,2.9773648039902114
c1,BP神经网络,0.9080172644544277,78.06706033987356,8.835556594797724,6.3882816733398435
c4,随机森林,0.9561415408805475,76.48178470404899,8.745386481113856,3.6234021730637505
c4,BP神经网络,0.9329564255654331,116.9127308309876,10.812619055112762,7.003017882878842
c6,随机森林,0.9865685809311519,24.295637117465347,4.929060470055663,3.221129353931011
c6,BP神经网络,0.9408602889115523,106.97581189832438,10.34291119068149,7.850688047416293
