n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap,mean_train_score,mean_test_score,std_test_score,rank_test_score
200,20,2,8,sqrt,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,None,10,8,sqrt,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,None,5,8,sqrt,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,20,5,8,log2,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,20,2,8,log2,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,None,2,8,sqrt,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,40,5,8,sqrt,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,40,10,8,sqrt,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,None,5,8,log2,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,40,2,8,sqrt,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,20,10,8,sqrt,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,None,10,8,log2,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,40,2,8,log2,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,20,5,8,sqrt,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,None,2,8,log2,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,40,5,8,log2,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,20,10,8,log2,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
200,40,10,8,log2,True,0.9898754988058721,-0.00612816505749234,1.2374799338984406,1
100,None,5,8,log2,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,20,2,8,sqrt,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,40,5,8,sqrt,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,20,10,8,log2,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,None,2,8,log2,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,None,10,8,log2,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,40,2,8,sqrt,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,None,5,8,sqrt,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,20,10,8,sqrt,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,None,10,8,sqrt,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,40,10,8,log2,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,20,5,8,sqrt,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,40,5,8,log2,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,40,2,8,log2,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,20,5,8,log2,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,20,2,8,log2,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,40,10,8,sqrt,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
100,None,2,8,sqrt,True,0.989868654105079,-0.013644982670270322,1.2236703876085624,19
300,20,10,8,sqrt,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,20,5,8,sqrt,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,None,2,8,log2,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,None,5,8,log2,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,20,2,8,log2,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,20,2,8,sqrt,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,None,10,8,log2,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,40,10,8,log2,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,20,5,8,log2,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,20,10,8,log2,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,40,5,8,log2,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,40,2,8,sqrt,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,40,2,8,log2,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,40,5,8,sqrt,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,None,10,8,sqrt,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,None,5,8,sqrt,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,40,10,8,sqrt,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
300,None,2,8,sqrt,True,0.9901502360572703,-0.015035611801722481,1.2624125498908885,37
100,None,10,4,log2,True,0.9950484344202539,-0.0981162263846886,1.4429178082550986,55
100,20,10,4,sqrt,True,0.9950484344202539,-0.0981162263846886,1.4429178082550986,55
100,40,10,4,log2,True,0.9950484344202539,-0.0981162263846886,1.4429178082550986,55
100,20,10,4,log2,True,0.9950484344202539,-0.0981162263846886,1.4429178082550986,55
100,None,10,4,sqrt,True,0.9950484344202539,-0.0981162263846886,1.4429178082550986,55
100,40,10,4,sqrt,True,0.9950484344202539,-0.0981162263846886,1.4429178082550986,55
300,20,2,1,sqrt,True,0.9988978065577415,-0.10545032294826395,1.4259153472672537,61
300,20,2,1,log2,True,0.9988978065577415,-0.10545032294826395,1.4259153472672537,61
