combo_id,r2,rmse,mae,hidden_layers,learning_rate,batch_size,dropout_rate,activation,optimizer,epochs_trained
65,0.756812314575067,13.465762485366316,9.747914437474854,"[64, 32]",0.0005,64,0.2,relu,rmsprop,73
66,0.7099411807844562,14.706292433658128,13.240960433705109,"[64, 32]",0.0005,64,0.2,tanh,adam,123
67,0.8357722173028401,11.065816774109953,7.897230895647295,"[64, 32]",0.0005,64,0.2,tanh,rmsprop,51
68,0.7257211211667605,14.300668617280305,11.632082935358172,"[64, 32]",0.0005,64,0.3,relu,adam,72
69,0.8339094147040412,11.128398474928007,8.155634556064715,"[64, 32]",0.0005,64,0.3,relu,rmsprop,39
70,0.7440550563954011,13.814444862777917,12.26004593862083,"[64, 32]",0.0005,64,0.3,tanh,adam,147
71,0.8664843425730018,9.977603914683971,7.020671169486123,"[64, 32]",0.0005,64,0.3,tanh,rmsprop,52
72,0.8824855289853437,9.36064629806661,7.398369499768981,"[64, 32]",0.0001,16,0.1,relu,adam,145
73,0.8490485299953061,10.609107098515809,6.2351190158419065,"[64, 32]",0.0001,16,0.1,relu,rmsprop,97
74,0.6561691063524646,16.011521700892494,13.930041687473295,"[64, 32]",0.0001,16,0.1,tanh,adam,101
75,0.7065565576764807,14.7918455891454,12.802522341926101,"[64, 32]",0.0001,16,0.1,tanh,rmsprop,123
76,0.913691207447678,8.022092784163874,6.306881122725727,"[64, 32]",0.0001,16,0.2,relu,adam,102
77,0.8890450010393518,9.095647000006663,7.19420262840148,"[64, 32]",0.0001,16,0.2,relu,rmsprop,55
78,0.763365362141276,13.283096205353896,10.344597502628952,"[64, 32]",0.0001,16,0.2,tanh,adam,97
79,0.828228435469832,11.317116743614534,8.344831293448156,"[64, 32]",0.0001,16,0.2,tanh,rmsprop,93
80,0.6838026143768727,15.354627947947938,13.572913910288445,"[64, 32]",0.0001,16,0.3,relu,adam,113
81,0.8002803634752966,12.20311049819809,10.052974616462402,"[64, 32]",0.0001,16,0.3,relu,rmsprop,105
82,0.8588372441211605,10.2593589379528,7.441218640097941,"[64, 32]",0.0001,16,0.3,tanh,adam,104
83,0.6810163699536624,15.422129951669946,14.096514518652977,"[64, 32]",0.0001,16,0.3,tanh,rmsprop,87
84,0.8602350348791771,10.208438588776145,7.989415276091474,"[64, 32]",0.0001,32,0.1,relu,adam,92
85,0.6709134000983965,15.664453923092788,11.68239533095113,"[64, 32]",0.0001,32,0.1,relu,rmsprop,59
86,0.8401456206639156,10.917480618324946,7.5509105027358325,"[64, 32]",0.0001,32,0.1,tanh,adam,89
87,0.7500860470521081,13.650715399289473,11.39648089840342,"[64, 32]",0.0001,32,0.1,tanh,rmsprop,95
88,0.9008859708337965,8.596619923005251,6.112461855877799,"[64, 32]",0.0001,32,0.2,relu,adam,44
89,0.6493916994952167,16.168556816613247,13.763765241771344,"[64, 32]",0.0001,32,0.2,relu,rmsprop,114
90,0.7650127111703919,13.236779841714872,11.815789164482727,"[64, 32]",0.0001,32,0.2,tanh,adam,175
91,0.6778233073683655,15.499126387203518,13.712102943242854,"[64, 32]",0.0001,32,0.2,tanh,rmsprop,79
92,0.6942236336784254,15.099484408935837,11.561513039442957,"[64, 32]",0.0001,32,0.3,relu,adam,182
93,0.8445969722794797,10.76440175190284,9.234967765981382,"[64, 32]",0.0001,32,0.3,relu,rmsprop,42
94,0.7591451601905386,13.401019806817427,11.837001600733208,"[64, 32]",0.0001,32,0.3,tanh,adam,108
95,0.7017732285474008,14.911916864096565,13.43066276186145,"[64, 32]",0.0001,32,0.3,tanh,rmsprop,67
96,0.9323923229784195,7.099997033729862,5.100022845973004,"[64, 32]",0.0001,64,0.1,relu,adam,93
97,0.8313237792226266,11.214685303173328,8.824913537984258,"[64, 32]",0.0001,64,0.1,relu,rmsprop,105
98,0.5249451299791374,18.82053859280733,17.16095197632824,"[64, 32]",0.0001,64,0.1,tanh,adam,154
99,0.7046017370583703,14.84103293525052,12.56587273830621,"[64, 32]",0.0001,64,0.1,tanh,rmsprop,80
100,0.6749115818498306,15.569006821382265,12.94284080988064,"[64, 32]",0.0001,64,0.2,relu,adam,57
101,0.832095115877894,11.189014198829033,7.96128909154291,"[64, 32]",0.0001,64,0.2,relu,rmsprop,113
102,0.25332239800254974,23.595366218073902,21.068199976723125,"[64, 32]",0.0001,64,0.2,tanh,adam,33
103,-0.31539603565633234,31.317596522460686,28.897491706801635,"[64, 32]",0.0001,64,0.2,tanh,rmsprop,31
104,0.8130719750011681,11.805852937052794,10.488218040253074,"[64, 32]",0.0001,64,0.3,relu,adam,80
105,0.7437487807134853,13.822707896726188,12.120804051389396,"[64, 32]",0.0001,64,0.3,relu,rmsprop,105
106,0.6616099267087217,15.884332432047671,14.591249060901331,"[64, 32]",0.0001,64,0.3,tanh,adam,249
107,0.868333500154114,9.908269384848843,7.5875462186601865,"[64, 32]",0.0001,64,0.3,tanh,rmsprop,111
108,0.7421585827146292,13.865530808364893,11.35691682098698,"[128, 64]",0.001,16,0.1,relu,adam,38
109,0.8323626003176487,11.180098198168753,9.164055433395735,"[128, 64]",0.001,16,0.1,relu,rmsprop,49
110,0.8210509130057435,11.551141495340724,8.497364433893031,"[128, 64]",0.001,16,0.1,tanh,adam,41
111,0.7387485490449157,13.956917644327323,12.218785906143765,"[128, 64]",0.001,16,0.1,tanh,rmsprop,58
112,0.6426011638892795,16.324381182943085,12.757191294745434,"[128, 64]",0.001,16,0.2,relu,adam,51
113,0.8659889318243754,9.996097758541463,8.395794417152374,"[128, 64]",0.001,16,0.2,relu,rmsprop,72
114,0.8075109066299965,11.980176702987178,9.638856091372183,"[128, 64]",0.001,16,0.2,tanh,adam,54
115,0.8383286577158937,10.979351329270282,8.246412920438225,"[128, 64]",0.001,16,0.2,tanh,rmsprop,45
116,0.8948915968694418,8.852763847665678,6.104426565618544,"[128, 64]",0.001,16,0.3,relu,adam,42
117,0.7613529456424382,13.339458473545264,11.946891655567002,"[128, 64]",0.001,16,0.3,relu,rmsprop,57
118,0.863614024808468,10.0842828138377,7.522258914346611,"[128, 64]",0.001,16,0.3,tanh,adam,72
119,0.7298147386092211,14.193548547939105,13.138972745123084,"[128, 64]",0.001,16,0.3,tanh,rmsprop,56
120,0.72674486671841,14.273955053563208,11.731851968374983,"[128, 64]",0.001,32,0.1,relu,adam,33
121,0.6264709438857461,16.68869414924838,13.880285241279191,"[128, 64]",0.001,32,0.1,relu,rmsprop,36
122,0.6843095015176068,15.342315725398326,13.06938238404116,"[128, 64]",0.001,32,0.1,tanh,adam,76
123,0.7656870891050371,13.217772417964465,11.832805805171127,"[128, 64]",0.001,32,0.1,tanh,rmsprop,50
124,0.7540757817078053,13.54131404154233,10.683303572956241,"[128, 64]",0.001,32,0.2,relu,adam,36
125,0.8698775963073666,9.849999283286587,6.919591579284451,"[128, 64]",0.001,32,0.2,relu,rmsprop,33
126,0.8051168751747868,12.054446605356272,9.7788160479588,"[128, 64]",0.001,32,0.2,tanh,adam,45
127,0.8474137248371345,10.666400734534959,8.664807520120632,"[128, 64]",0.001,32,0.2,tanh,rmsprop,51
128,0.7604706496412343,13.364094212127291,11.26493134302542,"[128, 64]",0.001,32,0.3,relu,adam,38
129,0.8226650689989828,11.498926696526814,8.940935268493233,"[128, 64]",0.001,32,0.3,relu,rmsprop,57
130,0.7712812311171712,13.059034302124145,11.544539000335863,"[128, 64]",0.001,32,0.3,tanh,adam,32
131,0.7904399550187717,12.500126319925796,10.88866294907882,"[128, 64]",0.001,32,0.3,tanh,rmsprop,63
132,0.7500294822299352,13.65226014417736,10.625958900958071,"[128, 64]",0.001,64,0.1,relu,adam,40
133,0.7072644239116979,14.77399381826571,12.761052073138101,"[128, 64]",0.001,64,0.1,relu,rmsprop,33
134,0.8829228530257006,9.34321248208324,6.863090120635843,"[128, 64]",0.001,64,0.1,tanh,adam,40
135,0.8817593612165424,9.389523299137247,7.258087470217393,"[128, 64]",0.001,64,0.1,tanh,rmsprop,34
136,0.8420884773900088,10.850932723666261,8.056789978851826,"[128, 64]",0.001,64,0.2,relu,adam,60
137,0.6023634698562134,17.218816507475303,12.746674684601913,"[128, 64]",0.001,64,0.2,relu,rmsprop,37
138,0.7695358133697869,13.10876819503371,12.0189607044034,"[128, 64]",0.001,64,0.2,tanh,adam,118
139,0.8545450312771619,10.414164680122159,8.486464582850942,"[128, 64]",0.001,64,0.2,tanh,rmsprop,67
140,0.7594822144636864,13.391639774559394,10.416305963449318,"[128, 64]",0.001,64,0.3,relu,adam,48
141,0.8390001931785158,10.956525094396442,8.148078687098417,"[128, 64]",0.001,64,0.3,relu,rmsprop,42
142,0.7799671214727245,12.808667456135627,11.052339958687856,"[128, 64]",0.001,64,0.3,tanh,adam,34
143,0.6799846131720997,15.447051357708721,14.232070533698895,"[128, 64]",0.001,64,0.3,tanh,rmsprop,50
144,0.7350493514613452,14.055382009639827,11.907381649837067,"[128, 64]",0.0005,16,0.1,relu,adam,32
145,0.8452537805328633,10.741629884742656,8.606520025053204,"[128, 64]",0.0005,16,0.1,relu,rmsprop,66
146,0.6373526873857915,16.44380780213419,14.21819770695637,"[128, 64]",0.0005,16,0.1,tanh,adam,45
147,0.72937695420617,14.205042881761363,10.13897101692111,"[128, 64]",0.0005,16,0.1,tanh,rmsprop,32
148,0.8327447473791053,11.16734782345985,8.070194075981437,"[128, 64]",0.0005,16,0.2,relu,adam,35
149,0.6374811844554911,16.440894271204204,14.285591278292058,"[128, 64]",0.0005,16,0.2,relu,rmsprop,39
150,0.7093306469091194,14.721761658098812,12.938587908170618,"[128, 64]",0.0005,16,0.2,tanh,adam,45
151,0.863110816938536,10.102869103188302,8.214403665893501,"[128, 64]",0.0005,16,0.2,tanh,rmsprop,33
152,0.8713928637224715,9.79248002191939,6.83017152793832,"[128, 64]",0.0005,16,0.3,relu,adam,79
153,0.8831653538086714,9.333531212650465,8.098816808750714,"[128, 64]",0.0005,16,0.3,relu,rmsprop,53
154,0.7722656902249563,13.030899424796676,10.821387390129471,"[128, 64]",0.0005,16,0.3,tanh,adam,82
155,0.855137210817088,10.39294386870348,6.984673682306029,"[128, 64]",0.0005,16,0.3,tanh,rmsprop,45
156,0.7337271189953887,14.090409955020641,10.595671875502834,"[128, 64]",0.0005,32,0.1,relu,adam,32
157,0.754761207226738,13.522430097226373,10.877619830307351,"[128, 64]",0.0005,32,0.1,relu,rmsprop,32
158,0.6871262648734957,15.273716093986202,13.54081311869335,"[128, 64]",0.0005,32,0.1,tanh,adam,127
159,0.8514018898866709,10.526083318413164,8.307314089464565,"[128, 64]",0.0005,32,0.1,tanh,rmsprop,42
160,0.7960262041250389,12.332392808011287,9.693581697432654,"[128, 64]",0.0005,32,0.2,relu,adam,85
161,0.7690635380157798,13.12219279648387,11.286757616517534,"[128, 64]",0.0005,32,0.2,relu,rmsprop,35
162,0.7912547399261814,12.475801946727083,10.428903024946267,"[128, 64]",0.0005,32,0.2,tanh,adam,48
163,0.830846486743262,11.230540839116458,9.410389575090294,"[128, 64]",0.0005,32,0.2,tanh,rmsprop,35
164,0.8982884407135675,8.708539307498175,5.954999590573069,"[128, 64]",0.0005,32,0.3,relu,adam,38
165,0.797167291242578,12.297848981191384,9.492278896396542,"[128, 64]",0.0005,32,0.3,relu,rmsprop,57
166,0.7420501740766359,13.868445362126296,11.140081344698702,"[128, 64]",0.0005,32,0.3,tanh,adam,65
167,0.7778611368872783,12.869818811880661,11.611654688664345,"[128, 64]",0.0005,32,0.3,tanh,rmsprop,33
168,0.7472758401096273,13.72724993530546,11.735586439737302,"[128, 64]",0.0005,64,0.1,relu,adam,72
169,0.7228857905057611,14.374394444350479,11.404641493436323,"[128, 64]",0.0005,64,0.1,relu,rmsprop,43
170,0.7444665016440939,13.803336665544832,10.486718733657103,"[128, 64]",0.0005,64,0.1,tanh,adam,34
171,0.8417811235049781,10.861487542687424,8.894852711121004,"[128, 64]",0.0005,64,0.1,tanh,rmsprop,59
172,0.6439205732168934,16.294220961562853,12.827892133809424,"[128, 64]",0.0005,64,0.2,relu,adam,54
173,0.8137451018112127,11.784577360086775,10.188994739211772,"[128, 64]",0.0005,64,0.2,relu,rmsprop,74
174,0.8062704884576766,12.018715419522477,9.95457885475764,"[128, 64]",0.0005,64,0.2,tanh,adam,37
175,0.8535937894085451,10.44816230126841,7.874099442175017,"[128, 64]",0.0005,64,0.2,tanh,rmsprop,34
176,0.8657568491414931,10.00474972164654,7.658697524297742,"[128, 64]",0.0005,64,0.3,relu,adam,44
177,0.8811519315699889,9.413610485292084,6.869784173449452,"[128, 64]",0.0005,64,0.3,relu,rmsprop,37
178,0.8015017703242396,12.16573855727514,10.307811969531025,"[128, 64]",0.0005,64,0.3,tanh,adam,158
179,0.849827209979876,10.581708290820707,9.519431031458023,"[128, 64]",0.0005,64,0.3,tanh,rmsprop,41
180,0.7194281526097958,14.463793280613316,11.236108080887552,"[128, 64]",0.0001,16,0.1,relu,adam,38
181,0.6740676432789315,15.589202509997108,13.195137604563348,"[128, 64]",0.0001,16,0.1,relu,rmsprop,140
182,0.8289114953326643,11.294592734714351,7.905510880407587,"[128, 64]",0.0001,16,0.1,tanh,adam,67
183,0.7392904163538949,13.94243595821484,10.973288294662344,"[128, 64]",0.0001,16,0.1,tanh,rmsprop,48
184,0.8080700722717173,11.96276331321504,8.918848046777732,"[128, 64]",0.0001,16,0.2,relu,adam,38
185,0.8948204933783396,8.855757690110224,6.015415780542976,"[128, 64]",0.0001,16,0.2,relu,rmsprop,54
186,0.7978333236981313,12.277641437796547,10.069927273864442,"[128, 64]",0.0001,16,0.2,tanh,adam,92
187,0.8367871094191316,11.031571610095014,8.46995104991904,"[128, 64]",0.0001,16,0.2,tanh,rmsprop,37
188,0.7361773413174189,14.025430698286268,12.717631769566099,"[128, 64]",0.0001,16,0.3,relu,adam,102
189,0.7658236930078962,13.21391889035831,9.404633601974055,"[128, 64]",0.0001,16,0.3,relu,rmsprop,32
190,0.778122611805989,12.862242187014495,10.799880028592307,"[128, 64]",0.0001,16,0.3,tanh,adam,103
191,0.7405469014300978,13.908797721834826,11.874293770456424,"[128, 64]",0.0001,16,0.3,tanh,rmsprop,68
192,0.5478076775200922,18.3620748126484,16.318710242321416,"[128, 64]",0.0001,32,0.1,relu,adam,42
193,0.9203015535315608,7.708770001284027,5.657504147106622,"[128, 64]",0.0001,32,0.1,relu,rmsprop,48
194,0.6627571092323097,15.857384687243902,13.364332453413262,"[128, 64]",0.0001,32,0.1,tanh,adam,68
195,0.7483746220252647,13.697376091259724,12.645657564512705,"[128, 64]",0.0001,32,0.1,tanh,rmsprop,39
196,0.8100143899173635,11.902015573517149,9.894234946754741,"[128, 64]",0.0001,32,0.2,relu,adam,80
197,0.6821546295096625,15.39458923580579,14.234225018516309,"[128, 64]",0.0001,32,0.2,relu,rmsprop,62
198,0.5472713325554099,18.37296120690062,17.126921321995056,"[128, 64]",0.0001,32,0.2,tanh,adam,98
199,0.7560348090980893,13.487271282439359,11.597896502504929,"[128, 64]",0.0001,32,0.2,tanh,rmsprop,70
200,0.7317118520674744,14.14363056707114,10.910145042396069,"[128, 64]",0.0001,32,0.3,relu,adam,75
201,0.8741046263005314,9.688689677207732,7.746392350965768,"[128, 64]",0.0001,32,0.3,relu,rmsprop,66
202,0.7033765921167843,14.871777196652648,12.946795622710514,"[128, 64]",0.0001,32,0.3,tanh,adam,87
203,0.8230901843355838,11.485135552170881,8.545069645673061,"[128, 64]",0.0001,32,0.3,tanh,rmsprop,86
204,0.7051898896501403,14.826250957364643,12.761408275226492,"[128, 64]",0.0001,64,0.1,relu,adam,33
205,0.6959814010944482,15.056021868671783,9.949913508167295,"[128, 64]",0.0001,64,0.1,relu,rmsprop,58
206,0.39945642016988125,21.160816664757743,19.71776686277339,"[128, 64]",0.0001,64,0.1,tanh,adam,33
207,0.6127812920002191,16.99175846678976,15.54051542378661,"[128, 64]",0.0001,64,0.1,tanh,rmsprop,70
208,0.8338342152588191,11.130917445790043,8.627904126494668,"[128, 64]",0.0001,64,0.2,relu,adam,167
209,0.6758924645332998,15.545501053033869,11.695109464055701,"[128, 64]",0.0001,64,0.2,relu,rmsprop,37
210,0.8588233646203365,10.25986328940145,7.204225022007152,"[128, 64]",0.0001,64,0.2,tanh,adam,77
211,0.6255491021116173,16.70927468377175,15.125937308716793,"[128, 64]",0.0001,64,0.2,tanh,rmsprop,57
212,0.8648762596430599,10.03750996638336,7.9740096510953355,"[128, 64]",0.0001,64,0.3,relu,adam,119
213,0.46571045349991347,19.95944674312549,18.904561013796513,"[128, 64]",0.0001,64,0.3,relu,rmsprop,32
214,0.7755880638383786,12.935497508587915,9.790002232869973,"[128, 64]",0.0001,64,0.3,tanh,adam,89
215,0.7475400594359705,13.720072241604365,12.466970450297461,"[128, 64]",0.0001,64,0.3,tanh,rmsprop,59
216,0.8780041217480838,9.537460212673004,7.387776421665462,"[256, 128, 64]",0.001,16,0.1,relu,adam,54
217,0.8034989549378282,12.104381204670737,9.948358483865187,"[256, 128, 64]",0.001,16,0.1,relu,rmsprop,33
218,0.8051887810344363,12.052222540764864,8.728680259774665,"[256, 128, 64]",0.001,16,0.1,tanh,adam,48
219,0.8410634257874008,10.886094103377276,9.05749772765422,"[256, 128, 64]",0.001,16,0.1,tanh,rmsprop,114
220,0.6447665812508359,16.27485275533696,13.834996838912218,"[256, 128, 64]",0.001,16,0.2,relu,adam,47
221,0.8104444139733523,11.88853809890758,10.308394065885388,"[256, 128, 64]",0.001,16,0.2,relu,rmsprop,36
222,0.8326036765546477,11.17205635993694,8.159268001856772,"[256, 128, 64]",0.001,16,0.2,tanh,adam,62
223,0.8365461467427135,11.039711949419798,9.145157641082008,"[256, 128, 64]",0.001,16,0.2,tanh,rmsprop,80
224,0.8697087369893036,9.856388363344093,7.4355298218540735,"[256, 128, 64]",0.001,16,0.3,relu,adam,72
225,0.7675876610801704,13.164056904023631,10.503451094923028,"[256, 128, 64]",0.001,16,0.3,relu,rmsprop,55
226,0.8137868797252876,11.783255615862723,10.266296571782668,"[256, 128, 64]",0.001,16,0.3,tanh,adam,56
227,0.804264940877361,12.080765963567943,10.69818749974486,"[256, 128, 64]",0.001,16,0.3,tanh,rmsprop,56
228,0.7906804980242101,12.49295013972547,9.410187134030775,"[256, 128, 64]",0.001,32,0.1,relu,adam,41
229,0.7868413675121904,12.60699623050928,10.58736110367233,"[256, 128, 64]",0.001,32,0.1,relu,rmsprop,35
230,0.7821423990124067,12.7451960051936,9.348602768462559,"[256, 128, 64]",0.001,32,0.1,tanh,adam,32
231,0.886298925751363,9.2075151953856,6.963180223755428,"[256, 128, 64]",0.001,32,0.1,tanh,rmsprop,44
232,0.7567467669001974,13.46757711251619,10.336661328812301,"[256, 128, 64]",0.001,32,0.2,relu,adam,36
233,0.8636558925247357,10.082734860325083,7.684752449965778,"[256, 128, 64]",0.001,32,0.2,relu,rmsprop,51
234,0.7636432351208186,13.275294943138213,12.028753753548374,"[256, 128, 64]",0.001,32,0.2,tanh,adam,34
235,0.9211778466257611,7.666273482312521,6.016977395866643,"[256, 128, 64]",0.001,32,0.2,tanh,rmsprop,49
236,0.7737009877304906,12.989770839497256,10.332108994829202,"[256, 128, 64]",0.001,32,0.3,relu,adam,61
237,0.8070049390569746,11.995911627902323,9.445020685656125,"[256, 128, 64]",0.001,32,0.3,relu,rmsprop,44
238,0.8629407907861008,10.109141399004812,7.676121222933479,"[256, 128, 64]",0.001,32,0.3,tanh,adam,38
239,0.877005577518093,9.57641303458962,7.488391585107861,"[256, 128, 64]",0.001,32,0.3,tanh,rmsprop,90
240,0.7519932375704179,13.59852868666344,10.384003008898837,"[256, 128, 64]",0.001,64,0.1,relu,adam,42
241,0.8253468217628297,11.411649044468795,8.924652006389948,"[256, 128, 64]",0.001,64,0.1,relu,rmsprop,42
242,0.7904484382045995,12.499873308986539,11.355028474459141,"[256, 128, 64]",0.001,64,0.1,tanh,adam,32
243,0.9289308048842458,7.279488407392882,5.372665147746733,"[256, 128, 64]",0.001,64,0.1,tanh,rmsprop,68
244,0.7008943676171883,14.933873075358699,13.007894819480148,"[256, 128, 64]",0.001,64,0.2,relu,adam,44
245,0.8645914454728645,10.04808294264276,7.1784635077253025,"[256, 128, 64]",0.001,64,0.2,relu,rmsprop,38
246,0.828814329453131,11.297799534801563,9.826429839266547,"[256, 128, 64]",0.001,64,0.2,tanh,adam,36
