combo_id,r2,rmse,mae,hidden_layers,learning_rate,batch_size,dropout_rate,activation,optimizer,epochs_trained
247,0.8664341034501575,9.979480918974444,7.447450862921121,"[256, 128, 64]",0.001,64,0.2,tanh,rmsprop,109
248,0.7839052855645158,12.693524701611421,11.62440322493965,"[256, 128, 64]",0.001,64,0.3,relu,adam,54
249,0.9089791695373896,8.23816634746582,5.909564080827214,"[256, 128, 64]",0.001,64,0.3,relu,rmsprop,37
250,0.8452253228680581,10.742617526480956,8.581049014163952,"[256, 128, 64]",0.001,64,0.3,tanh,adam,42
251,0.8228799798626399,11.491956852999312,9.994231694157333,"[256, 128, 64]",0.001,64,0.3,tanh,rmsprop,76
252,0.7143373696108862,14.594421191348653,12.949113301996768,"[256, 128, 64]",0.0005,16,0.1,relu,adam,52
253,0.9047507478414962,8.427348377517351,6.354539627058711,"[256, 128, 64]",0.0005,16,0.1,relu,rmsprop,41
254,0.8173964572201547,11.668492728686982,8.998071506539073,"[256, 128, 64]",0.0005,16,0.1,tanh,adam,33
255,0.8373164205749954,11.013668992923314,8.518510685113647,"[256, 128, 64]",0.0005,16,0.1,tanh,rmsprop,37
256,0.8364417684433874,11.043236254397158,8.042409872286209,"[256, 128, 64]",0.0005,16,0.2,relu,adam,34
257,0.835115202229708,11.087929815058834,8.678846798212163,"[256, 128, 64]",0.0005,16,0.2,relu,rmsprop,36
258,0.8319325982817569,11.194427894494403,9.603609835330905,"[256, 128, 64]",0.0005,16,0.2,tanh,adam,35
259,0.6827224550980413,15.380831997059056,13.628542297589746,"[256, 128, 64]",0.0005,16,0.2,tanh,rmsprop,73
260,0.759857660673761,13.381183574769999,11.487469574492247,"[256, 128, 64]",0.0005,16,0.3,relu,adam,82
261,0.8728258484014247,9.737771620033975,7.238912795054109,"[256, 128, 64]",0.0005,16,0.3,relu,rmsprop,44
262,0.6078973899023479,17.098579301156448,15.598136964506107,"[256, 128, 64]",0.0005,16,0.3,tanh,adam,46
263,0.7655235717623755,13.222383683447555,11.357450854593287,"[256, 128, 64]",0.0005,16,0.3,tanh,rmsprop,68
264,0.7089849173176376,14.73051427687307,12.665536395549356,"[256, 128, 64]",0.0005,32,0.1,relu,adam,44
265,0.832222508148872,11.184768746391857,8.585954604741492,"[256, 128, 64]",0.0005,32,0.1,relu,rmsprop,32
266,0.7354011403254266,14.04604787653604,12.186197893059418,"[256, 128, 64]",0.0005,32,0.1,tanh,adam,45
267,0.8618203809093418,10.150376602338458,7.8687753893421375,"[256, 128, 64]",0.0005,32,0.1,tanh,rmsprop,32
268,0.8241520892797168,11.450613784151313,9.32187207477556,"[256, 128, 64]",0.0005,32,0.2,relu,adam,53
269,0.7988566717144375,12.246527902110467,10.140146718890415,"[256, 128, 64]",0.0005,32,0.2,relu,rmsprop,38
270,0.7704017899849402,13.084116706382634,11.507545040470818,"[256, 128, 64]",0.0005,32,0.2,tanh,adam,44
271,0.8419460804467972,10.855824043341045,9.069805962456652,"[256, 128, 64]",0.0005,32,0.2,tanh,rmsprop,34
272,0.7757880572227742,12.929732239132516,10.67040630318304,"[256, 128, 64]",0.0005,32,0.3,relu,adam,34
273,0.8844213002267601,9.283228972310356,7.593734374885245,"[256, 128, 64]",0.0005,32,0.3,relu,rmsprop,75
274,0.7316437908238292,14.145424481653862,12.752961802141598,"[256, 128, 64]",0.0005,32,0.3,tanh,adam,33
275,0.8769030792506165,9.58040248919808,7.342677178912695,"[256, 128, 64]",0.0005,32,0.3,tanh,rmsprop,35
276,0.6972382279381364,15.024868495185558,12.42469719099115,"[256, 128, 64]",0.0005,64,0.1,relu,adam,49
277,0.8428666057101428,10.824165059367791,9.0534976369928,"[256, 128, 64]",0.0005,64,0.1,relu,rmsprop,35
278,0.7168470454744285,14.53017045494708,12.299321274031405,"[256, 128, 64]",0.0005,64,0.1,tanh,adam,41
279,0.722755815877173,14.377765053821056,13.147874996713798,"[256, 128, 64]",0.0005,64,0.1,tanh,rmsprop,33
280,0.6312407128341261,16.581798894722336,13.856752983821911,"[256, 128, 64]",0.0005,64,0.2,relu,adam,35
281,0.8282221132535632,11.317325010336212,9.621194550265942,"[256, 128, 64]",0.0005,64,0.2,relu,rmsprop,37
282,0.7616893979893765,13.330051956664363,12.0109185084667,"[256, 128, 64]",0.0005,64,0.2,tanh,adam,34
283,0.7879397157091104,12.574474078328645,10.728052748259953,"[256, 128, 64]",0.0005,64,0.2,tanh,rmsprop,88
284,0.832742741619154,11.167414783843828,9.546017468278013,"[256, 128, 64]",0.0005,64,0.3,relu,adam,34
285,0.7973513464982448,12.292268033546911,9.77524595008638,"[256, 128, 64]",0.0005,64,0.3,relu,rmsprop,39
286,0.7792997550756385,12.828077288151674,11.653566776700883,"[256, 128, 64]",0.0005,64,0.3,tanh,adam,136
287,0.8556652053315772,10.373986527630299,8.78245375309075,"[256, 128, 64]",0.0005,64,0.3,tanh,rmsprop,34
288,0.7093617662577494,14.720973573818036,11.988898019229831,"[256, 128, 64]",0.0001,16,0.1,relu,adam,32
289,0.7811853792783715,12.773159312372757,10.661053352952475,"[256, 128, 64]",0.0001,16,0.1,relu,rmsprop,54
290,0.6536261996292915,16.070621686497418,14.113661898115204,"[256, 128, 64]",0.0001,16,0.1,tanh,adam,51
291,0.7886384077561319,12.553741922528658,10.996705076598431,"[256, 128, 64]",0.0001,16,0.1,tanh,rmsprop,60
292,0.8289741331966034,11.29252499226212,9.277901764057898,"[256, 128, 64]",0.0001,16,0.2,relu,adam,84
293,0.7715718597589329,13.05073473001088,10.93739810598705,"[256, 128, 64]",0.0001,16,0.2,relu,rmsprop,105
294,0.7175790631999106,14.511376327204262,12.294313801430242,"[256, 128, 64]",0.0001,16,0.2,tanh,adam,73
295,0.6995561180528578,14.967244136435898,13.462972541275896,"[256, 128, 64]",0.0001,16,0.2,tanh,rmsprop,38
296,0.8354695052471215,11.07601058512199,8.907709157693875,"[256, 128, 64]",0.0001,16,0.3,relu,adam,84
297,0.8720097544878631,9.768965961220145,7.484659123345107,"[256, 128, 64]",0.0001,16,0.3,relu,rmsprop,38
298,0.6533271685745317,16.077557225792415,14.311794926276502,"[256, 128, 64]",0.0001,16,0.3,tanh,adam,49
299,0.7459927143051459,13.762053667783304,11.780967280455052,"[256, 128, 64]",0.0001,16,0.3,tanh,rmsprop,43
300,0.8735845364506103,9.708681657680675,8.161371930212633,"[256, 128, 64]",0.0001,32,0.1,relu,adam,96
301,0.7709084115479143,13.069673309057697,11.129185797035023,"[256, 128, 64]",0.0001,32,0.1,relu,rmsprop,39
302,0.7366776055318923,14.01212677961943,11.988136402832128,"[256, 128, 64]",0.0001,32,0.1,tanh,adam,39
303,0.802330901808127,12.140303689825945,8.693399968744352,"[256, 128, 64]",0.0001,32,0.1,tanh,rmsprop,40
304,0.8122985628883038,11.830251002895185,10.83492218368858,"[256, 128, 64]",0.0001,32,0.2,relu,adam,35
305,0.8235628680346008,11.46978177571937,9.583057328262626,"[256, 128, 64]",0.0001,32,0.2,relu,rmsprop,84
306,0.7906223839809441,12.49468424823795,9.191534022889345,"[256, 128, 64]",0.0001,32,0.2,tanh,adam,64
307,0.7317683764694044,14.142140560192013,12.253067809346872,"[256, 128, 64]",0.0001,32,0.2,tanh,rmsprop,62
308,0.8168019658094482,11.687471500465653,10.357707988922122,"[256, 128, 64]",0.0001,32,0.3,relu,adam,126
309,0.7094426501671605,14.718925025816098,13.003511175928455,"[256, 128, 64]",0.0001,32,0.3,relu,rmsprop,62
310,0.7670052507935204,13.180540721151626,11.713444175201072,"[256, 128, 64]",0.0001,32,0.3,tanh,adam,66
311,0.7627260919253145,13.301026295039605,11.373521847252475,"[256, 128, 64]",0.0001,32,0.3,tanh,rmsprop,65
312,0.7877876298898492,12.578982363405938,9.661602287847337,"[256, 128, 64]",0.0001,64,0.1,relu,adam,68
313,0.6861231034841095,15.298182417816552,13.83603560102531,"[256, 128, 64]",0.0001,64,0.1,relu,rmsprop,55
314,0.5917916371110716,17.446210538676485,15.87963689942373,"[256, 128, 64]",0.0001,64,0.1,tanh,adam,69
315,0.7343661541140146,14.073491830185253,12.104896678822097,"[256, 128, 64]",0.0001,64,0.1,tanh,rmsprop,60
316,0.853179394916573,10.462938318981548,7.01533421620595,"[256, 128, 64]",0.0001,64,0.2,relu,adam,56
317,0.7870831489823001,12.5998442730741,10.682771789129431,"[256, 128, 64]",0.0001,64,0.2,relu,rmsprop,39
318,0.8868440185741191,9.18541786576481,7.349424556877086,"[256, 128, 64]",0.0001,64,0.2,tanh,adam,54
319,0.8479488946815825,10.64767903082409,9.302220131542445,"[256, 128, 64]",0.0001,64,0.2,tanh,rmsprop,55
320,0.835766355527011,11.06601425823058,8.876940820225087,"[256, 128, 64]",0.0001,64,0.3,relu,adam,49
321,0.5484562351892421,18.348902167966465,17.293302321772764,"[256, 128, 64]",0.0001,64,0.3,relu,rmsprop,108
322,0.7084536182722061,14.74395471316345,13.046858845700136,"[256, 128, 64]",0.0001,64,0.3,tanh,adam,83
323,0.8067333351255589,12.00434964503784,10.604402105306024,"[256, 128, 64]",0.0001,64,0.3,tanh,rmsprop,112
324,0.7348113125786796,14.061694461244814,11.869008362089202,"[128, 64, 32]",0.001,16,0.1,relu,adam,73
325,0.8413720023251527,10.875521252842189,9.754908938583178,"[128, 64, 32]",0.001,16,0.1,relu,rmsprop,32
326,0.7114619586071594,14.667689236784282,12.468596868829282,"[128, 64, 32]",0.001,16,0.1,tanh,adam,34
327,0.7945927069968537,12.37565203622317,11.224998675282219,"[128, 64, 32]",0.001,16,0.1,tanh,rmsprop,78
328,0.9054244148369516,8.39749354777837,6.805140223763785,"[128, 64, 32]",0.001,16,0.2,relu,adam,49
329,0.8604700458251578,10.199852373484541,8.195071955160898,"[128, 64, 32]",0.001,16,0.2,relu,rmsprop,62
330,0.8719264521469537,9.772144505651468,7.086253662759532,"[128, 64, 32]",0.001,16,0.2,tanh,adam,86
331,0.842907751259057,10.822747806931917,8.706835036691908,"[128, 64, 32]",0.001,16,0.2,tanh,rmsprop,63
332,0.7226091230123537,14.38156826548625,12.449553029642052,"[128, 64, 32]",0.001,16,0.3,relu,adam,62
333,0.8590164385852375,10.252845165546903,8.818654617366025,"[128, 64, 32]",0.001,16,0.3,relu,rmsprop,67
334,0.8318633548256641,11.19673369873058,9.09641032033208,"[128, 64, 32]",0.001,16,0.3,tanh,adam,66
335,0.5570777352540766,18.17288658585669,17.003766365520487,"[128, 64, 32]",0.001,16,0.3,tanh,rmsprop,38
336,0.7443273093744134,13.807095578176298,10.415850145303713,"[128, 64, 32]",0.001,32,0.1,relu,adam,50
337,0.8076859674493464,11.974727727742964,9.272208695073378,"[128, 64, 32]",0.001,32,0.1,relu,rmsprop,58
338,0.8398111562505468,10.928896010077112,8.986635351726166,"[128, 64, 32]",0.001,32,0.1,tanh,adam,41
339,0.8390331988468651,10.955401968920798,8.4992147448416,"[128, 64, 32]",0.001,32,0.1,tanh,rmsprop,32
340,0.8987099017670965,8.69047783921101,6.632834098526016,"[128, 64, 32]",0.001,32,0.2,relu,adam,36
341,0.7106198002108806,14.689078994207161,13.025102346938803,"[128, 64, 32]",0.001,32,0.2,relu,rmsprop,41
342,0.8640447927100521,10.068344881692429,8.578915623844841,"[128, 64, 32]",0.001,32,0.2,tanh,adam,64
343,0.8357557961433559,11.066369996582187,9.502645979439253,"[128, 64, 32]",0.001,32,0.2,tanh,rmsprop,40
344,0.910797889486903,8.155446164659335,5.086116901688391,"[128, 64, 32]",0.001,32,0.3,relu,adam,53
345,0.9080477815167485,8.280208375207154,6.736712487843183,"[128, 64, 32]",0.001,32,0.3,relu,rmsprop,54
346,0.725811766975797,14.298305324119978,13.179617896968486,"[128, 64, 32]",0.001,32,0.3,tanh,adam,101
347,0.8412282821858648,10.880446857332092,9.08397045046085,"[128, 64, 32]",0.001,32,0.3,tanh,rmsprop,70
348,0.7197088661913758,14.456555919987633,11.356156205029489,"[128, 64, 32]",0.001,64,0.1,relu,adam,62
349,0.8332627909180861,11.150039969492553,8.82363010332944,"[128, 64, 32]",0.001,64,0.1,relu,rmsprop,47
350,0.7494238884748312,13.668787537376316,12.5497939445223,"[128, 64, 32]",0.001,64,0.1,tanh,adam,50
351,0.8239437565315552,11.457394733922497,9.753701427911102,"[128, 64, 32]",0.001,64,0.1,tanh,rmsprop,62
352,0.8737517630833419,9.702258047097752,6.8344039847661,"[128, 64, 32]",0.001,64,0.2,relu,adam,34
353,0.74905144636808,13.678942020418996,11.341465691179176,"[128, 64, 32]",0.001,64,0.2,relu,rmsprop,50
354,0.6048401552598384,17.16510891200974,15.719682630062847,"[128, 64, 32]",0.001,64,0.2,tanh,adam,34
355,0.8242778244424869,11.4465193304939,10.103283008397277,"[128, 64, 32]",0.001,64,0.2,tanh,rmsprop,41
356,0.8852764680431613,9.24882186310341,7.104324478855473,"[128, 64, 32]",0.001,64,0.3,relu,adam,73
357,0.45683965676187055,20.124457755942462,16.86924744384175,"[128, 64, 32]",0.001,64,0.3,relu,rmsprop,33
358,0.8187849554638846,11.624045074379547,9.566134727581987,"[128, 64, 32]",0.001,64,0.3,tanh,adam,36
359,0.8617089066692509,10.154470105460517,8.606424647707467,"[128, 64, 32]",0.001,64,0.3,tanh,rmsprop,39
360,0.8324264276201674,11.17796960559674,8.56572285198984,"[128, 64, 32]",0.0005,16,0.1,relu,adam,32
361,0.8790189735914129,9.497707546946245,8.296190280289274,"[128, 64, 32]",0.0005,16,0.1,relu,rmsprop,61
362,0.8106191440996259,11.883057477808556,8.715156334781046,"[128, 64, 32]",0.0005,16,0.1,tanh,adam,118
363,0.7540666056878585,13.541566668570217,11.70387410635426,"[128, 64, 32]",0.0005,16,0.1,tanh,rmsprop,47
364,0.6570749005756555,15.990417273444491,14.891184195015947,"[128, 64, 32]",0.0005,16,0.2,relu,adam,109
365,0.8356665236794116,11.069377067417083,8.00288026387806,"[128, 64, 32]",0.0005,16,0.2,relu,rmsprop,54
366,0.7462815678081633,13.754226435223584,11.977987911939787,"[128, 64, 32]",0.0005,16,0.2,tanh,adam,94
367,0.8806681184897197,9.432751739557723,6.9905052473512175,"[128, 64, 32]",0.0005,16,0.2,tanh,rmsprop,48
368,0.7600188630845546,13.376691569779597,10.887479869387693,"[128, 64, 32]",0.0005,16,0.3,relu,adam,34
369,0.786116653684817,12.628409184409636,11.248093289816206,"[128, 64, 32]",0.0005,16,0.3,relu,rmsprop,121
370,0.8632559795716811,10.09751094393152,8.724284255716299,"[128, 64, 32]",0.0005,16,0.3,tanh,adam,90
371,0.8657294341251243,10.005771250021501,7.203861165122145,"[128, 64, 32]",0.0005,16,0.3,tanh,rmsprop,66
372,0.72141096077158,14.412594672949789,11.808728908165683,"[128, 64, 32]",0.0005,32,0.1,relu,adam,84
373,0.7775494805242409,12.878843696201406,10.239946689180716,"[128, 64, 32]",0.0005,32,0.1,relu,rmsprop,50
374,0.7307123600167318,14.16995171611908,12.61375377212569,"[128, 64, 32]",0.0005,32,0.1,tanh,adam,88
375,0.6025291639374142,17.215228616221093,15.610214479161813,"[128, 64, 32]",0.0005,32,0.1,tanh,rmsprop,47
376,0.8342707375182044,11.116287212040932,9.68791035383249,"[128, 64, 32]",0.0005,32,0.2,relu,adam,42
377,0.8371519169433685,11.01923602916057,9.52679490374025,"[128, 64, 32]",0.0005,32,0.2,relu,rmsprop,45
378,0.8667230505171671,9.968680621075249,7.898241893970129,"[128, 64, 32]",0.0005,32,0.2,tanh,adam,37
379,0.8289075004071015,11.294724598611149,8.421369090504912,"[128, 64, 32]",0.0005,32,0.2,tanh,rmsprop,36
380,0.7157580585468368,14.558084663345905,11.620363306553052,"[128, 64, 32]",0.0005,32,0.3,relu,adam,53
381,0.7683508340215472,13.142425709584952,11.89242116850257,"[128, 64, 32]",0.0005,32,0.3,relu,rmsprop,33
382,0.8708881325565253,9.811676973566142,7.039970631159177,"[128, 64, 32]",0.0005,32,0.3,tanh,adam,45
383,0.6592714081447473,15.93912400830883,14.977518332045962,"[128, 64, 32]",0.0005,32,0.3,tanh,rmsprop,33
384,0.631416417902578,16.57784800677437,14.722311812339854,"[128, 64, 32]",0.0005,64,0.1,relu,adam,42
385,0.8841673062028442,9.293423717080083,6.76589480464,"[128, 64, 32]",0.0005,64,0.1,relu,rmsprop,39
386,0.7624343827026218,13.309200055607178,12.27999285013081,"[128, 64, 32]",0.0005,64,0.1,tanh,adam,48
387,0.7339090715473711,14.08559492434884,10.994237692962619,"[128, 64, 32]",0.0005,64,0.1,tanh,rmsprop,36
388,0.8140304692770278,11.775546123555104,8.985450293477216,"[128, 64, 32]",0.0005,64,0.2,relu,adam,82
389,0.7477160381500936,13.715289578734858,10.749079627070355,"[128, 64, 32]",0.0005,64,0.2,relu,rmsprop,36
390,0.7145696768697045,14.588485729048083,12.40672910873006,"[128, 64, 32]",0.0005,64,0.2,tanh,adam,47
391,0.8133839501893232,11.795997081504696,10.332528354307936,"[128, 64, 32]",0.0005,64,0.2,tanh,rmsprop,75
392,0.8669858075204677,9.958849090018688,7.943488603362508,"[128, 64, 32]",0.0005,64,0.3,relu,adam,74
393,0.8574636970565181,10.309151105530614,8.927315960704414,"[128, 64, 32]",0.0005,64,0.3,relu,rmsprop,55
394,0.7483128701457473,13.699056738173262,12.605544984486103,"[128, 64, 32]",0.0005,64,0.3,tanh,adam,64
395,0.9027109525713254,8.517107638897714,6.280256825476163,"[128, 64, 32]",0.0005,64,0.3,tanh,rmsprop,36
396,0.3688616071552805,21.69314204989855,20.92950278753073,"[128, 64, 32]",0.0001,16,0.1,relu,adam,35
397,0.7160588535166386,14.55037968192963,10.961030914184938,"[128, 64, 32]",0.0001,16,0.1,relu,rmsprop,80
398,0.8150971753586829,11.741725769367251,9.020016362229256,"[128, 64, 32]",0.0001,16,0.1,tanh,adam,75
399,0.8275512756763335,11.33940203433868,8.613303303417512,"[128, 64, 32]",0.0001,16,0.1,tanh,rmsprop,59
400,0.9322451665597938,7.107719841702479,5.577916316434869,"[128, 64, 32]",0.0001,16,0.2,relu,adam,78
401,0.8221584513055057,11.515340284492256,9.354074614862313,"[128, 64, 32]",0.0001,16,0.2,relu,rmsprop,44
402,0.7393100745366882,13.941910300282261,11.8635788860118,"[128, 64, 32]",0.0001,16,0.2,tanh,adam,65
403,0.6448231924503531,16.27355589586701,13.94177201110703,"[128, 64, 32]",0.0001,16,0.2,tanh,rmsprop,78
404,0.7735697565500408,12.99353668867473,10.010618850225061,"[128, 64, 32]",0.0001,16,0.3,relu,adam,78
405,0.7898326972348824,12.518224492826606,10.767046156679232,"[128, 64, 32]",0.0001,16,0.3,relu,rmsprop,110
406,0.8091074921791125,11.930388934132644,9.133483041451566,"[128, 64, 32]",0.0001,16,0.3,tanh,adam,132
407,0.8526907407468909,10.480335439014674,7.24225320002329,"[128, 64, 32]",0.0001,16,0.3,tanh,rmsprop,58
408,0.8440333743152446,10.78390363794892,8.462849985660156,"[128, 64, 32]",0.0001,32,0.1,relu,adam,47
409,0.4716920702153774,19.84740468601287,17.010813292336042,"[128, 64, 32]",0.0001,32,0.1,relu,rmsprop,67
410,0.6084499837761481,17.086526459289903,14.076457650916131,"[128, 64, 32]",0.0001,32,0.1,tanh,adam,59
411,0.6663737165784128,15.772127857038347,14.243492742413952,"[128, 64, 32]",0.0001,32,0.1,tanh,rmsprop,74
412,0.8742030829312554,9.68490041041652,8.16665368586703,"[128, 64, 32]",0.0001,32,0.2,relu,adam,70
413,0.923616831213364,7.546733187977234,5.438029142035366,"[128, 64, 32]",0.0001,32,0.2,relu,rmsprop,44
414,0.7448872212030031,13.791968829093916,11.604301166239699,"[128, 64, 32]",0.0001,32,0.2,tanh,adam,84
415,0.6883901919466433,15.242833988484913,12.857019933880466,"[128, 64, 32]",0.0001,32,0.2,tanh,rmsprop,35
416,0.7377776912476346,13.982826815117134,12.77423212877794,"[128, 64, 32]",0.0001,32,0.3,relu,adam,92
417,0.8470663468726964,10.678535397734514,7.087449626388105,"[128, 64, 32]",0.0001,32,0.3,relu,rmsprop,49
418,0.9152868042108688,7.94759436470427,6.149439078229497,"[128, 64, 32]",0.0001,32,0.3,tanh,adam,107
419,0.7462879144472823,13.754054406615543,11.75314531094903,"[128, 64, 32]",0.0001,32,0.3,tanh,rmsprop,155
420,0.862264261093825,10.134060248181102,7.333457077487063,"[128, 64, 32]",0.0001,64,0.1,relu,adam,51
421,0.8724327510487708,9.752809812701967,7.390253505381331,"[128, 64, 32]",0.0001,64,0.1,relu,rmsprop,111
422,0.8333035243191552,11.148677925607599,9.444006010683209,"[128, 64, 32]",0.0001,64,0.1,tanh,adam,157
423,0.8302571484235435,11.250087678841131,9.250798080270826,"[128, 64, 32]",0.0001,64,0.1,tanh,rmsprop,110
424,0.8820369390336023,9.378495555904482,8.243896973148017,"[128, 64, 32]",0.0001,64,0.2,relu,adam,69
425,0.7182577499925795,14.493929668436788,11.96651344766176,"[128, 64, 32]",0.0001,64,0.2,relu,rmsprop,126
426,0.8077557367352343,11.972555384988096,10.23363737179031,"[128, 64, 32]",0.0001,64,0.2,tanh,adam,76
427,0.7186482026152752,14.48388297698283,12.296638792842963,"[128, 64, 32]",0.0001,64,0.2,tanh,rmsprop,86
428,0.9288973674696157,7.281200672800411,5.667831928034707,"[128, 64, 32]",0.0001,64,0.3,relu,adam,51
429,0.8048097233535119,12.063942264619348,8.343267597641566,"[128, 64, 32]",0.0001,64,0.3,relu,rmsprop,193
430,0.6885762662937589,15.2382822640974,13.980605851895445,"[128, 64, 32]",0.0001,64,0.3,tanh,adam,58
431,0.6976220643480928,15.015341333682326,13.188841854190168,"[128, 64, 32]",0.0001,64,0.3,tanh,rmsprop,94
432,0.7699042762407602,13.09828494696136,11.312266158244915,"[64, 32, 16]",0.001,16,0.1,relu,adam,34
433,0.774764682820836,12.95920634403866,9.808622768258957,"[64, 32, 16]",0.001,16,0.1,relu,rmsprop,37
434,0.7329705275815748,14.110414097079335,12.842315611399995,"[64, 32, 16]",0.001,16,0.1,tanh,adam,68
435,0.7458207114835644,13.766712415000166,12.357908230435699,"[64, 32, 16]",0.001,16,0.1,tanh,rmsprop,38
436,0.767459656631875,13.167681552128705,10.81376183858882,"[64, 32, 16]",0.001,16,0.2,relu,adam,56
437,0.9137527746010821,8.019231050656979,6.467794968089171,"[64, 32, 16]",0.001,16,0.2,relu,rmsprop,55
438,0.8868677445568766,9.184454838940537,6.587211473117306,"[64, 32, 16]",0.001,16,0.2,tanh,adam,65
439,0.8274110447392402,11.344011554781874,9.672673270558038,"[64, 32, 16]",0.001,16,0.2,tanh,rmsprop,106
440,0.8453197211313959,10.739341024379195,8.172117955013976,"[64, 32, 16]",0.001,16,0.3,relu,adam,58
441,0.8774965970886873,9.55727839189163,7.220531838535574,"[64, 32, 16]",0.001,16,0.3,relu,rmsprop,59
442,0.8958995328059135,8.810214852823878,6.300029111890418,"[64, 32, 16]",0.001,16,0.3,tanh,adam,77
443,0.825765215642627,11.397972147639981,9.538839194771038,"[64, 32, 16]",0.001,16,0.3,tanh,rmsprop,31
444,0.3156201428910894,22.58961190353924,19.02311914188703,"[64, 32, 16]",0.001,32,0.1,relu,adam,52
445,0.7893975776456653,12.531176337104446,8.422075869183436,"[64, 32, 16]",0.001,32,0.1,relu,rmsprop,54
446,0.8902716140979159,9.04523085845106,6.89324566292095,"[64, 32, 16]",0.001,32,0.1,tanh,adam,45
447,0.8177950753442615,11.655749783550641,9.15596410597086,"[64, 32, 16]",0.001,32,0.1,tanh,rmsprop,71
448,0.8155295423311368,11.72798961985518,9.896737687620538,"[64, 32, 16]",0.001,32,0.2,relu,adam,37
449,0.7017560639565847,14.912345989334353,10.639676025876643,"[64, 32, 16]",0.001,32,0.2,relu,rmsprop,100
450,0.7709749875497752,13.067774090875584,11.835051157925895,"[64, 32, 16]",0.001,32,0.2,tanh,adam,60
451,0.8357838383352953,11.065425249336355,8.616950768128351,"[64, 32, 16]",0.001,32,0.2,tanh,rmsprop,39
452,0.8958932153276,8.810482178698443,6.865087076808676,"[64, 32, 16]",0.001,32,0.3,relu,adam,86
453,0.8487571473520661,10.619341577559876,8.453779160539051,"[64, 32, 16]",0.001,32,0.3,relu,rmsprop,112
454,0.8164212683448596,11.699608862241693,9.784265232999077,"[64, 32, 16]",0.001,32,0.3,tanh,adam,93
455,0.7829990177081119,12.72011419376213,11.143240200124351,"[64, 32, 16]",0.001,32,0.3,tanh,rmsprop,77
456,0.8600729265003477,10.214357074319171,7.1368014921614495,"[64, 32, 16]",0.001,64,0.1,relu,adam,49
457,0.7055458737145267,14.817296882986986,13.452148512695121,"[64, 32, 16]",0.001,64,0.1,relu,rmsprop,32
458,0.6324012950906974,16.55568469498546,14.819708493046035,"[64, 32, 16]",0.001,64,0.1,tanh,adam,51
459,0.8613531557010629,10.167522798232358,7.433158272713188,"[64, 32, 16]",0.001,64,0.1,tanh,rmsprop,39
460,0.8141740812027171,11.77099850906908,7.565771208323736,"[64, 32, 16]",0.001,64,0.2,relu,adam,54
461,0.8927116193480285,8.94409710123647,7.506298552194201,"[64, 32, 16]",0.001,64,0.2,relu,rmsprop,39
462,0.7322350808319555,14.129832033553107,12.959760103344248,"[64, 32, 16]",0.001,64,0.2,tanh,adam,50
463,0.6025600313137731,17.21456014043641,15.923675775535974,"[64, 32, 16]",0.001,64,0.2,tanh,rmsprop,64
464,0.8649732975259339,10.033905145915188,7.297411016601351,"[64, 32, 16]",0.001,64,0.3,relu,adam,46
465,0.9090006113106899,8.237195958059447,5.692513625300147,"[64, 32, 16]",0.001,64,0.3,relu,rmsprop,70
466,0.5504000659226602,18.30936488378715,16.09741669621228,"[64, 32, 16]",0.001,64,0.3,tanh,adam,132
467,0.7605669535287913,13.36140739397139,11.742268284346569,"[64, 32, 16]",0.001,64,0.3,tanh,rmsprop,36
468,0.538119776553287,18.55772966307876,16.095947558798436,"[64, 32, 16]",0.0005,16,0.1,relu,adam,39
469,0.713883051528474,14.606022070404691,12.550695138597664,"[64, 32, 16]",0.0005,16,0.1,relu,rmsprop,34
470,0.8096854055250591,11.912316047706188,9.844475110754008,"[64, 32, 16]",0.0005,16,0.1,tanh,adam,55
471,0.8113262367622663,11.860852803437066,8.827166113413607,"[64, 32, 16]",0.0005,16,0.1,tanh,rmsprop,46
472,0.9174202199858843,7.846880180237283,5.35869968728018,"[64, 32, 16]",0.0005,16,0.2,relu,adam,110
473,0.8133535911601357,11.796956539323423,9.483599755043345,"[64, 32, 16]",0.0005,16,0.2,relu,rmsprop,42
474,0.6799005355331104,15.4490804262581,12.673948439386836,"[64, 32, 16]",0.0005,16,0.2,tanh,adam,53
475,0.828262213226558,11.316003970345959,8.268799353905301,"[64, 32, 16]",0.0005,16,0.2,tanh,rmsprop,89
476,0.7903933882069427,12.501515083458656,11.068974484820624,"[64, 32, 16]",0.0005,16,0.3,relu,adam,103
477,0.8170509355354479,11.679527048741098,10.002250071592078,"[64, 32, 16]",0.0005,16,0.3,relu,rmsprop,53
478,0.6480217394509762,16.20011437181045,15.008940210314591,"[64, 32, 16]",0.0005,16,0.3,tanh,adam,122
479,0.819621585508,11.597181201321112,10.293914629742712,"[64, 32, 16]",0.0005,16,0.3,tanh,rmsprop,85
480,0.8072121301815721,11.989470753628703,9.547982315745182,"[64, 32, 16]",0.0005,32,0.1,relu,adam,83
481,0.8247861559574425,11.42995101564703,9.323073475633622,"[64, 32, 16]",0.0005,32,0.1,relu,rmsprop,46
482,0.6557125449569821,16.022148752853994,14.445374620278551,"[64, 32, 16]",0.0005,32,0.1,tanh,adam,129
483,0.6725587627745158,15.625245391993477,13.867768960445282,"[64, 32, 16]",0.0005,32,0.1,tanh,rmsprop,31
484,0.6459825414764819,16.24697455398451,12.838210745354173,"[64, 32, 16]",0.0005,32,0.2,relu,adam,33
