n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap,mean_train_score,mean_test_score,std_test_score,rank_test_score
100,40,2,8,log2,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,20,2,8,sqrt,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,None,10,8,sqrt,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,20,10,8,log2,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,None,2,8,log2,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,20,5,8,sqrt,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,20,5,8,log2,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,20,2,8,log2,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,None,5,8,log2,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,40,10,8,log2,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,40,5,8,sqrt,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,40,10,8,sqrt,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,None,5,8,sqrt,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,40,5,8,log2,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,20,10,8,sqrt,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,None,2,8,sqrt,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,None,10,8,log2,True,0.988095127586087,0.2575568511084674,0.3833060931164406,97
100,40,10,4,sqrt,True,0.9942429544922368,0.23250043388822456,0.44210225745495974,115
100,None,10,4,sqrt,True,0.9942429544922368,0.23250043388822456,0.44210225745495974,115
100,20,10,4,sqrt,True,0.9942429544922368,0.23250043388822456,0.44210225745495974,115
100,20,10,4,log2,True,0.9942429544922368,0.23250043388822456,0.44210225745495974,115
100,40,10,4,log2,True,0.9942429544922368,0.23250043388822456,0.44210225745495974,115
100,None,10,4,log2,True,0.9942429544922368,0.23250043388822456,0.44210225745495974,115
200,None,5,1,log2,True,0.9984108908453407,0.22374447979758766,0.531554585181375,121
200,None,5,1,sqrt,True,0.9984108908453407,0.22374447979758766,0.531554585181375,121
200,40,5,1,sqrt,True,0.9984108908453407,0.22374447979758766,0.531554585181375,121
200,40,5,1,log2,True,0.9984108908453407,0.22374447979758766,0.531554585181375,121
200,20,5,1,sqrt,True,0.9984059043026979,0.2233837723014999,0.5315574269868368,125
200,20,5,1,log2,True,0.9984059043026979,0.2233837723014999,0.5315574269868368,125
300,40,5,1,log2,True,0.9984213380664576,0.21690114856992554,0.5525210769478834,127
300,None,5,1,sqrt,True,0.9984213380664576,0.21690114856992554,0.5525210769478834,127
300,40,5,1,sqrt,True,0.9984213380664576,0.21690114856992554,0.5525210769478834,127
300,None,5,1,log2,True,0.9984213380664576,0.21690114856992554,0.5525210769478834,127
300,20,5,1,log2,True,0.9984198400075869,0.2166438313272662,0.5524778020878376,131
300,20,5,1,sqrt,True,0.9984198400075869,0.2166438313272662,0.5524778020878376,131
100,40,5,1,sqrt,True,0.9983040827361455,0.20252564202806198,0.5019535075621663,133
100,None,5,1,sqrt,True,0.9983040827361455,0.20252564202806198,0.5019535075621663,133
100,None,5,1,log2,True,0.9983040827361455,0.20252564202806198,0.5019535075621663,133
100,40,5,1,log2,True,0.9983040827361455,0.20252564202806198,0.5019535075621663,133
100,20,5,1,log2,True,0.9983065193887505,0.20178661249795127,0.5019572068752883,137
100,20,5,1,sqrt,True,0.9983065193887505,0.20178661249795127,0.5019572068752883,137
300,None,2,1,sqrt,True,0.9988966519740934,0.1965254949028998,0.5713276258783515,139
300,40,2,1,sqrt,True,0.9988966519740934,0.1965254949028998,0.5713276258783515,139
300,40,2,1,log2,True,0.9988966519740934,0.1965254949028998,0.5713276258783515,139
300,None,2,1,log2,True,0.9988966519740934,0.1965254949028998,0.5713276258783515,139
300,20,2,1,sqrt,True,0.9988969646686817,0.19548217905035079,0.5728532203940183,143
300,20,2,1,log2,True,0.9988969646686817,0.19548217905035079,0.5728532203940183,143
100,20,10,1,log2,True,0.9968002332254011,0.19054816737942834,0.5806497918116409,145
100,20,10,1,sqrt,True,0.9968002332254011,0.19054816737942834,0.5806497918116409,145
100,40,10,1,log2,True,0.9967978095491817,0.1905402738959548,0.5806410795655033,147
100,None,10,1,sqrt,True,0.9967978095491817,0.1905402738959548,0.5806410795655033,147
100,40,10,1,sqrt,True,0.9967978095491817,0.1905402738959548,0.5806410795655033,147
100,None,10,1,log2,True,0.9967978095491817,0.1905402738959548,0.5806410795655033,147
100,None,2,1,sqrt,True,0.9987215687902096,0.18774747242356832,0.5565011324250445,151
100,40,2,1,log2,True,0.9987215687902096,0.18774747242356832,0.5565011324250445,151
100,40,2,1,sqrt,True,0.9987215687902096,0.18774747242356832,0.5565011324250445,151
100,None,2,1,log2,True,0.9987215687902096,0.18774747242356832,0.5565011324250445,151
100,20,2,1,sqrt,True,0.9987249493383997,0.18769483604826193,0.5564427666567614,155
100,20,2,1,log2,True,0.9987249493383997,0.18769483604826193,0.5564427666567614,155
200,40,2,1,log2,True,0.9988757900242551,0.18314994180690897,0.563892326666004,157
200,40,2,1,sqrt,True,0.9988757900242551,0.18314994180690897,0.563892326666004,157
200,None,2,1,sqrt,True,0.9988757900242551,0.18314994180690897,0.563892326666004,157
200,None,2,1,log2,True,0.9988757900242551,0.18314994180690897,0.563892326666004,157
200,20,2,1,log2,True,0.9988772156447837,0.18148906785830182,0.56619399588481,161
200,20,2,1,sqrt,True,0.9988772156447837,0.18148906785830182,0.56619399588481,161
