n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,mean_train_score,mean_test_score,std_test_score,rank_test_score
100,10,5,2,log2,0.9681631788205799,0.08536316170552778,0.4968538594992839,95
50,20,2,1,log2,0.9851830058260834,0.0797713892813577,0.5117937790020035,97
50,20,2,1,sqrt,0.9851830058260834,0.0797713892813577,0.5117937790020035,97
100,30,10,2,sqrt,0.9573622047190392,0.07963256715257894,0.490031187896192,99
100,30,10,2,log2,0.9573622047190392,0.07963256715257894,0.490031187896192,99
100,None,10,2,log2,0.9573622047190392,0.07963256715257894,0.490031187896192,99
100,None,10,2,sqrt,0.9573622047190392,0.07963256715257894,0.490031187896192,99
100,20,10,2,log2,0.9573622047190392,0.07963256715257894,0.490031187896192,99
100,20,10,2,sqrt,0.9573622047190392,0.07963256715257894,0.490031187896192,99
50,30,2,2,log2,0.9715072159361394,0.07721771625765303,0.4735719719746978,105
50,None,2,2,sqrt,0.9715072159361394,0.07721771625765303,0.4735719719746978,105
50,20,2,2,log2,0.9715072159361394,0.07721771625765303,0.4735719719746978,105
50,20,2,2,sqrt,0.9715072159361394,0.07721771625765303,0.4735719719746978,105
50,None,2,2,log2,0.9715072159361394,0.07721771625765303,0.4735719719746978,105
50,30,2,2,sqrt,0.9715072159361394,0.07721771625765303,0.4735719719746978,105
50,10,5,1,sqrt,0.9744827207270188,0.07419977317711979,0.48091499368784457,111
50,10,5,1,log2,0.9744827207270188,0.07419977317711979,0.48091499368784457,111
50,20,5,1,log2,0.9771407680588566,0.0701956421518688,0.4858993634169027,113
50,20,5,1,sqrt,0.9771407680588566,0.0701956421518688,0.4858993634169027,113
200,10,10,2,sqrt,0.9568729869861565,0.06798033216524654,0.49632700944601416,115
200,10,10,2,log2,0.9568729869861565,0.06798033216524654,0.49632700944601416,115
50,None,5,1,sqrt,0.977129662993443,0.06446301938596995,0.4921701509381331,117
50,30,5,1,sqrt,0.977129662993443,0.06446301938596995,0.4921701509381331,117
50,30,5,1,log2,0.977129662993443,0.06446301938596995,0.4921701509381331,117
50,None,5,1,log2,0.977129662993443,0.06446301938596995,0.4921701509381331,117
50,30,5,2,log2,0.9681127776854085,0.06377763359429364,0.4810540551157295,121
50,20,5,2,sqrt,0.9681127776854085,0.06377763359429364,0.4810540551157295,121
50,None,5,2,log2,0.9681127776854085,0.06377763359429364,0.4810540551157295,121
50,None,5,2,sqrt,0.9681127776854085,0.06377763359429364,0.4810540551157295,121
50,30,5,2,sqrt,0.9681127776854085,0.06377763359429364,0.4810540551157295,121
50,20,5,2,log2,0.9681127776854085,0.06377763359429364,0.4810540551157295,121
100,10,2,2,log2,0.9713780808809143,0.05963112034537079,0.49850859779357753,127
100,10,2,2,sqrt,0.9713780808809143,0.05963112034537079,0.49850859779357753,127
50,30,10,2,sqrt,0.9556518593717266,0.05910038273913287,0.5026124644140731,129
50,None,10,2,log2,0.9556518593717266,0.05910038273913287,0.5026124644140731,129
50,20,10,2,log2,0.9556518593717266,0.05910038273913287,0.5026124644140731,129
50,None,10,2,sqrt,0.9556518593717266,0.05910038273913287,0.5026124644140731,129
50,30,10,2,log2,0.9556518593717266,0.05910038273913287,0.5026124644140731,129
50,20,10,2,sqrt,0.9556518593717266,0.05910038273913287,0.5026124644140731,129
200,10,2,4,sqrt,0.9489202489411337,0.05428418121984584,0.5070941375824535,135
200,10,5,4,log2,0.9489202489411337,0.05428418121984584,0.5070941375824535,135
200,10,2,4,log2,0.9489202489411337,0.05428418121984584,0.5070941375824535,135
200,10,5,4,sqrt,0.9489202489411337,0.05428418121984584,0.5070941375824535,135
50,10,2,1,log2,0.9813702222130832,0.0525489818252,0.5160337668112073,139
50,10,2,1,sqrt,0.9813702222130832,0.0525489818252,0.5160337668112073,139
100,10,2,4,sqrt,0.9488258169884292,0.04899738749777658,0.5204979898425005,141
100,10,5,4,log2,0.9488258169884292,0.04899738749777658,0.5204979898425005,141
100,10,5,4,sqrt,0.9488258169884292,0.04899738749777658,0.5204979898425005,141
100,10,2,4,log2,0.9488258169884292,0.04899738749777658,0.5204979898425005,141
100,None,2,4,log2,0.9496967678959793,0.047526367098053066,0.5056868955106438,145
100,None,2,4,sqrt,0.9496967678959793,0.047526367098053066,0.5056868955106438,145
100,30,2,4,sqrt,0.9496967678959793,0.047526367098053066,0.5056868955106438,145
100,30,5,4,sqrt,0.9496967678959793,0.047526367098053066,0.5056868955106438,145
100,None,5,4,sqrt,0.9496967678959793,0.047526367098053066,0.5056868955106438,145
100,20,2,4,log2,0.9496967678959793,0.047526367098053066,0.5056868955106438,145
100,30,2,4,log2,0.9496967678959793,0.047526367098053066,0.5056868955106438,145
100,30,5,4,log2,0.9496967678959793,0.047526367098053066,0.5056868955106438,145
100,None,5,4,log2,0.9496967678959793,0.047526367098053066,0.5056868955106438,145
100,20,5,4,log2,0.9496967678959793,0.047526367098053066,0.5056868955106438,145
100,20,5,4,sqrt,0.9496967678959793,0.047526367098053066,0.5056868955106438,145
100,20,2,4,sqrt,0.9496967678959793,0.047526367098053066,0.5056868955106438,145
200,30,5,4,sqrt,0.9496895942693792,0.046242253749616435,0.514335039679262,157
200,None,5,4,log2,0.9496895942693792,0.046242253749616435,0.514335039679262,157
200,30,2,4,sqrt,0.9496895942693792,0.046242253749616435,0.514335039679262,157
200,20,2,4,sqrt,0.9496895942693792,0.046242253749616435,0.514335039679262,157
200,20,2,4,log2,0.9496895942693792,0.046242253749616435,0.514335039679262,157
200,None,2,4,log2,0.9496895942693792,0.046242253749616435,0.514335039679262,157
200,20,5,4,sqrt,0.9496895942693792,0.046242253749616435,0.514335039679262,157
200,None,5,4,sqrt,0.9496895942693792,0.046242253749616435,0.514335039679262,157
200,None,2,4,sqrt,0.9496895942693792,0.046242253749616435,0.514335039679262,157
200,30,2,4,log2,0.9496895942693792,0.046242253749616435,0.514335039679262,157
200,20,5,4,log2,0.9496895942693792,0.046242253749616435,0.514335039679262,157
200,30,5,4,log2,0.9496895942693792,0.046242253749616435,0.514335039679262,157
100,None,10,4,log2,0.9457586629861157,0.04409348451280237,0.5280099918533103,169
100,None,10,4,sqrt,0.9457586629861157,0.04409348451280237,0.5280099918533103,169
100,20,10,4,log2,0.9457586629861157,0.04409348451280237,0.5280099918533103,169
100,30,10,4,sqrt,0.9457586629861157,0.04409348451280237,0.5280099918533103,169
100,30,10,4,log2,0.9457586629861157,0.04409348451280237,0.5280099918533103,169
100,20,10,4,sqrt,0.9457586629861157,0.04409348451280237,0.5280099918533103,169
200,30,10,4,sqrt,0.9456888915663908,0.03606224848684436,0.5248937254163827,175
200,None,10,4,sqrt,0.9456888915663908,0.03606224848684436,0.5248937254163827,175
200,30,10,4,log2,0.9456888915663908,0.03606224848684436,0.5248937254163827,175
200,20,10,4,sqrt,0.9456888915663908,0.03606224848684436,0.5248937254163827,175
200,20,10,4,log2,0.9456888915663908,0.03606224848684436,0.5248937254163827,175
200,None,10,4,log2,0.9456888915663908,0.03606224848684436,0.5248937254163827,175
200,10,10,4,log2,0.9451750406818038,0.02928505210176715,0.5323663727342345,181
200,10,10,4,sqrt,0.9451750406818038,0.02928505210176715,0.5323663727342345,181
50,10,5,2,log2,0.9659319092764458,0.0274404190664141,0.5597100604479321,183
50,10,5,2,sqrt,0.9659319092764458,0.0274404190664141,0.5597100604479321,183
50,None,5,4,log2,0.9477784182655526,0.019940742303387958,0.5289579283237932,185
50,None,2,4,sqrt,0.9477784182655526,0.019940742303387958,0.5289579283237932,185
50,None,5,4,sqrt,0.9477784182655526,0.019940742303387958,0.5289579283237932,185
50,20,2,4,sqrt,0.9477784182655526,0.019940742303387958,0.5289579283237932,185
50,30,2,4,log2,0.9477784182655526,0.019940742303387958,0.5289579283237932,185
50,20,2,4,log2,0.9477784182655526,0.019940742303387958,0.5289579283237932,185
50,None,2,4,log2,0.9477784182655526,0.019940742303387958,0.5289579283237932,185
50,30,5,4,log2,0.9477784182655526,0.019940742303387958,0.5289579283237932,185
50,30,5,4,sqrt,0.9477784182655526,0.019940742303387958,0.5289579283237932,185
50,20,5,4,sqrt,0.9477784182655526,0.019940742303387958,0.5289579283237932,185
50,30,2,4,sqrt,0.9477784182655526,0.019940742303387958,0.5289579283237932,185
50,20,5,4,log2,0.9477784182655526,0.019940742303387958,0.5289579283237932,185
100,10,10,2,sqrt,0.9572059577762448,0.014805620836966415,0.5607426204162497,197
100,10,10,2,log2,0.9572059577762448,0.014805620836966415,0.5607426204162497,197
50,30,10,4,log2,0.9442063176654921,0.013336293715905057,0.5396566859230075,199
50,20,10,4,log2,0.9442063176654921,0.013336293715905057,0.5396566859230075,199
50,20,10,4,sqrt,0.9442063176654921,0.013336293715905057,0.5396566859230075,199
50,None,10,4,log2,0.9442063176654921,0.013336293715905057,0.5396566859230075,199
50,None,10,4,sqrt,0.9442063176654921,0.013336293715905057,0.5396566859230075,199
50,30,10,4,sqrt,0.9442063176654921,0.013336293715905057,0.5396566859230075,199
100,10,10,4,sqrt,0.9449726473978863,0.010388314379111563,0.5629671631013218,205
100,10,10,4,log2,0.9449726473978863,0.010388314379111563,0.5629671631013218,205
50,10,5,4,log2,0.9467995839031694,0.004886357167731536,0.5414385177842695,207
50,10,2,4,log2,0.9467995839031694,0.004886357167731536,0.5414385177842695,207
50,10,2,4,sqrt,0.9467995839031694,0.004886357167731536,0.5414385177842695,207
50,10,5,4,sqrt,0.9467995839031694,0.004886357167731536,0.5414385177842695,207
50,10,2,2,log2,0.9689827440944029,0.002691330329322961,0.5506799358526328,211
50,10,2,2,sqrt,0.9689827440944029,0.002691330329322961,0.5506799358526328,211
50,10,10,2,log2,0.9554828329233315,-0.03401257010982102,0.6273995899270836,213
50,10,10,2,sqrt,0.9554828329233315,-0.03401257010982102,0.6273995899270836,213
50,10,10,4,sqrt,0.9429449355282922,-0.07837664845330672,0.6737054968877619,215
50,10,10,4,log2,0.9429449355282922,-0.07837664845330672,0.6737054968877619,215
