hidden_layers,batch_size,learning_rate,dropout_rate,weight_decay,activation,val_loss,train_loss,n_epochs,test_mse,test_rmse,test_mae,test_r2
"[64, 32, 16]",8,0.001,0.3,0.0001,relu,0.07515400473494083,0.26871949729938355,65,139.5476482946405,11.81302875196029,7.914742778462011,0.812844669347353
"[64, 32, 16]",8,0.001,0.3,0.0001,tanh,0.08832276740577072,0.2411622316946113,96,123.93167380718127,11.132460366297348,7.545435837834743,0.8337881456751872
"[64, 32, 16]",8,0.001,0.4,0.0,relu,0.10273469152161852,0.40079077652522493,15,165.31478038532543,12.857479550258885,9.371312995269104,0.7782868951008071
"[64, 32, 16]",8,0.001,0.4,0.0,tanh,0.09942829568171874,0.24174149103817485,125,156.13287470501533,12.49531410989797,8.888635779524353,0.7906012738425509
"[64, 32, 16]",8,0.001,0.4,1e-05,relu,0.07591601274907589,0.31217481663066243,80,153.0775997137559,12.37245326173253,8.420951265271322,0.7946988778381167
"[64, 32, 16]",8,0.001,0.4,1e-05,tanh,0.09966567251831293,0.3043909098893877,122,163.29161336031794,12.778560692046579,9.214704851801766,0.7810002800854924
"[64, 32, 16]",8,0.001,0.4,0.0001,relu,0.08170303516089916,0.3548584364295479,100,123.99892774644033,11.135480579949853,7.320702366650076,0.8336979475715749
"[64, 32, 16]",8,0.001,0.4,0.0001,tanh,0.10602182103320956,0.25977631380397176,41,140.29960474736396,11.844813411251524,8.123205655278538,0.8118361775507108
"[64, 32, 16]",8,0.0005,0.2,0.0,relu,0.07187547357170843,0.2482963161809104,57,90.94655991461627,9.536590581262063,6.5225964660814855,0.8780263680502705
"[64, 32, 16]",8,0.0005,0.2,0.0,tanh,0.07075900671770796,0.20199900919512387,140,129.72899959648407,11.389863897188766,8.020051810890283,0.826013020560164
"[64, 32, 16]",8,0.0005,0.2,1e-05,relu,0.07522224588319659,0.26767322855691117,39,115.77263961741433,10.759769496481526,7.246887989066629,0.8447306929717777
"[64, 32, 16]",8,0.0005,0.2,1e-05,tanh,0.07318620791193098,0.20281543322498835,139,143.09647639237227,11.962293943570032,8.381774017727775,0.8080851330586579
"[64, 32, 16]",8,0.0005,0.2,0.0001,relu,0.06797237280989066,0.23454750128208646,48,104.24187211349916,10.20989089625835,7.327807896883122,0.8601952646162783
"[64, 32, 16]",8,0.0005,0.2,0.0001,tanh,0.06950049044098705,0.19276187864560929,122,132.37969732833082,11.505637632410071,8.691188238272812,0.8224580182614756
"[64, 32, 16]",8,0.0005,0.3,0.0,relu,0.07411144193611108,0.30469734221696854,52,130.1944413049251,11.410277880267644,7.941512785727687,0.8253887900703826
"[64, 32, 16]",8,0.0005,0.3,0.0,tanh,0.10190033639082685,0.3057919438514445,83,171.1247165376826,13.0814646174533,9.620550904354278,0.770494857506814
"[64, 32, 16]",8,0.0005,0.3,1e-05,relu,0.0846734544611536,0.28611947368416524,52,109.4663459626521,10.462616592547588,7.01393115059429,0.8531884239946447
"[64, 32, 16]",8,0.0005,0.3,1e-05,tanh,0.09364117938093841,0.27333122882105054,108,144.75097490594678,12.03124993115623,8.320220815504927,0.8058661904956235
"[64, 32, 16]",8,0.0005,0.3,0.0001,relu,0.08196758391568437,0.34980686830859337,42,129.57452357611194,11.383080583748493,7.878407826134118,0.8262201971842345
"[64, 32, 16]",8,0.0005,0.3,0.0001,tanh,0.09192287491168827,0.2483084068175346,97,188.41821977142345,13.726551634384487,10.134870816844655,0.7473015514539616
"[64, 32, 16]",8,0.0005,0.4,0.0,relu,0.08195302059175447,0.31174546107649803,106,130.38859416894164,11.418782516929799,7.675493573731465,0.8251284005625246
"[64, 32, 16]",8,0.0005,0.4,0.0,tanh,0.10567799321142957,0.2734370764404062,130,144.56087810834208,12.023347209007236,8.627130832791169,0.806121140180885
"[64, 32, 16]",8,0.0005,0.4,1e-05,relu,0.09143900801427662,0.35180450916763334,46,168.8229559378559,12.993188828684662,8.761901035148531,0.7735818802650495
"[64, 32, 16]",8,0.0005,0.4,1e-05,tanh,0.09876498416997492,0.22874871656180373,121,135.74745591648764,11.651071020146071,7.950771106399591,0.8179413246458729
"[64, 32, 16]",8,0.0005,0.4,0.0001,relu,0.09217247704509646,0.3516431762467301,94,135.76133916643775,11.651666797777807,7.665122653945634,0.8179227050255017
"[64, 32, 16]",8,0.0005,0.4,0.0001,tanh,0.11143329116748646,0.2714739189379745,75,186.99552361722755,13.67463065743377,9.918347804184897,0.7492096106180588
"[64, 32, 16]",8,0.0001,0.2,0.0,relu,0.09969469142379239,0.34504257999951876,78,186.45862459148714,13.654985338384188,9.308887058838904,0.7499296766020972
"[64, 32, 16]",8,0.0001,0.2,0.0,tanh,0.10537196253426373,0.33142922002644765,21,238.99125264282463,15.459341921402238,11.74238698216403,0.6794751652351851
"[64, 32, 16]",8,0.0001,0.2,1e-05,relu,0.07743076590122655,0.31581237433212145,65,118.68232527513682,10.894141786994368,7.516896454599139,0.8408283471564149
"[64, 32, 16]",8,0.0001,0.2,1e-05,tanh,0.08932983072008938,0.2604253151941867,103,159.2749113491128,12.620416449115806,8.452607262373911,0.7863873088332145
"[64, 32, 16]",8,0.0001,0.2,0.0001,relu,0.08815032191341743,0.32358283679636696,34,179.0408413139782,13.380614384772406,9.891034522682927,0.7598780899145211
"[64, 32, 16]",8,0.0001,0.2,0.0001,tanh,0.0982741218758747,0.2961725207962214,86,165.18078245702094,12.852267599805916,9.575194438144923,0.7784666073846405
"[64, 32, 16]",8,0.0001,0.3,0.0,relu,0.09939741663401946,0.3377908119961383,54,154.02542686599463,12.41069808133268,8.138094209466452,0.7934276926462009
"[64, 32, 16]",8,0.0001,0.3,0.0,tanh,0.10865612112684175,0.3226290825931799,83,196.84064554050713,14.029990931590339,10.484407981563571,0.73600575464926
"[64, 32, 16]",8,0.0001,0.3,1e-05,relu,0.0966000147163868,0.3085727994404142,56,142.03219078097234,11.917725906437534,7.880188357507942,0.809512507349408
"[64, 32, 16]",8,0.0001,0.3,1e-05,tanh,0.10837610706221312,0.3165438463763585,65,221.0209074884206,14.866771925620592,11.1194301240846,0.7035762226905823
"[64, 32, 16]",8,0.0001,0.3,0.0001,relu,0.09783588896971196,0.34195492191920207,161,159.3971582359846,12.625258739367863,8.817684936005014,0.7862233565429871
"[64, 32, 16]",8,0.0001,0.3,0.0001,tanh,0.12125534436199814,0.2855447002110027,117,245.46356049584148,15.667276741534934,11.786571181733892,0.6707947830781208
"[64, 32, 16]",8,0.0001,0.4,0.0,relu,0.09602534008445218,0.35950026761681314,75,183.90941597996715,13.561320583924235,9.594577176777955,0.7533485660382291
"[64, 32, 16]",8,0.0001,0.4,0.0,tanh,0.1369234062731266,0.3470427555342515,149,210.98758225590578,14.525411603665686,10.926918710290023,0.7170324888791182
"[64, 32, 16]",8,0.0001,0.4,1e-05,relu,0.11513704713433981,0.32330393909461913,127,156.31508104040333,12.502602970597895,8.450911517178064,0.7903569065073555
"[64, 32, 16]",8,0.0001,0.4,1e-05,tanh,0.13878855446819216,0.33145165053151904,157,174.22995404517718,13.199619465923144,9.324034814718301,0.7663302459238005
"[64, 32, 16]",8,0.0001,0.4,0.0001,relu,0.09933509223628789,0.4165747475529474,47,151.335821252156,12.301862511512475,8.280751608109638,0.7970348765302344
"[64, 32, 16]",8,0.0001,0.4,0.0001,tanh,0.12918362685013562,0.3282630229516635,96,252.6508345780149,15.894994010002485,12.077634963909825,0.6611555188283913
"[64, 32, 16]",16,0.001,0.2,0.0,relu,0.04662762605585158,0.14976895623840392,110,97.86407987754542,9.892627551745058,7.081780766369475,0.8687488864747676
"[64, 32, 16]",16,0.001,0.2,0.0,tanh,0.052330773090943694,0.1472778064198792,200,87.1757674698746,9.336796424356407,6.560325863499289,0.8830835934169643
"[64, 32, 16]",16,0.001,0.2,1e-05,relu,0.04975237254984677,0.1711422335356474,127,81.52551519188012,9.029148087825346,6.677537665437945,0.8906614698361082
"[64, 32, 16]",16,0.001,0.2,1e-05,tanh,0.044501350494101644,0.13371092721354216,181,83.94936915903801,9.162388834743808,6.542075077718967,0.8874107006814796
"[64, 32, 16]",16,0.001,0.2,0.0001,relu,0.04873404582031071,0.15385478141251951,58,96.92441559762388,9.845019837340292,7.065073725638283,0.8700091239718544
"[64, 32, 16]",16,0.001,0.2,0.0001,tanh,0.05049983225762844,0.1689449792029336,146,93.71404437892016,9.680601447168463,7.188249833769941,0.8743147363866594
"[64, 32, 16]",16,0.001,0.3,0.0,relu,0.05705338902771473,0.2061895178630948,75,137.64673120053817,11.732294370690592,8.61841242076875,0.8153940979592836
"[64, 32, 16]",16,0.001,0.3,0.0,tanh,0.06752234930172563,0.18290820950642228,150,134.05155820865906,11.578063664044134,8.275330818270442,0.8202157900355839
"[64, 32, 16]",16,0.001,0.3,1e-05,relu,0.06486709229648113,0.2362820579437539,45,123.27759427959482,11.103044369883191,8.269655075623564,0.8346653691307921
"[64, 32, 16]",16,0.001,0.3,1e-05,tanh,0.06960890768095851,0.21838357765227556,140,144.58976559691416,12.02454845709036,8.387936427189555,0.806082397518135
"[64, 32, 16]",16,0.001,0.3,0.0001,relu,0.07686515059322119,0.23359861015342176,11,94.04775235795381,9.697822041982096,6.261153789687576,0.8738671815341004
"[64, 32, 16]",16,0.001,0.3,0.0001,tanh,0.070252196630463,0.17526239703875035,110,132.38122635913555,11.505704079244154,8.376560679202266,0.8224559675908314
"[64, 32, 16]",16,0.001,0.4,0.0,relu,0.07464543008245528,0.2646311204880476,55,109.68504954571401,10.473063045055826,7.473544050220124,0.8528951081136315
"[64, 32, 16]",16,0.001,0.4,0.0,tanh,0.0790018574334681,0.21243303432129323,79,150.43059342121848,12.265015019200689,8.759427718947453,0.7982489293364657
"[64, 32, 16]",16,0.001,0.4,1e-05,relu,0.07365964888595045,0.27012688550166786,19,106.59654582139065,10.324560320972058,7.011736778309463,0.8570372770631735
"[64, 32, 16]",16,0.001,0.4,1e-05,tanh,0.0839278707280755,0.2408028021454811,120,142.29052043255177,11.928559025823352,8.49415543438871,0.8091660466820334
"[64, 32, 16]",16,0.001,0.4,0.0001,relu,0.07654186757281423,0.24953908007591963,65,101.5091009971404,10.075172504584742,6.901723970704558,0.8638603402240037
"[64, 32, 16]",16,0.001,0.4,0.0001,tanh,0.08651519753038883,0.20621356507763267,117,147.32676485478095,12.137823728114565,8.454231737345552,0.8024116513080624
"[64, 32, 16]",16,0.0005,0.2,0.0,relu,0.0496937355492264,0.17798528028652072,62,87.61800928041552,9.36044920291839,6.99452686019267,0.8824904776368585
"[64, 32, 16]",16,0.0005,0.2,0.0,tanh,0.05387241602875292,0.17141752340830863,250,93.77882130118527,9.683946576741596,7.0108640597238985,0.8742278603521769
"[64, 32, 16]",16,0.0005,0.2,1e-05,relu,0.07158523425459862,0.2757121704053134,24,148.1806824066076,12.172948796680597,8.881427232003782,0.8012664136511384
"[64, 32, 16]",16,0.0005,0.2,1e-05,tanh,0.06428615027107298,0.1581093450076878,138,136.63916481014124,11.689275632396614,8.492512521672046,0.8167454028594643
"[64, 32, 16]",16,0.0005,0.2,0.0001,relu,0.05990786640904844,0.18753155058948323,58,87.7309237872222,9.366478729342324,6.507216614974829,0.8823390415351747
"[64, 32, 16]",16,0.0005,0.2,0.0001,tanh,0.05607115849852562,0.15596493822522461,183,108.4900622048704,10.415856287644832,7.660551676712301,0.8544977739674415
"[64, 32, 16]",16,0.0005,0.3,0.0,relu,0.0670430064201355,0.19642485748045146,57,88.89687303977975,9.428513829855676,6.858599921603199,0.8807753203220026
"[64, 32, 16]",16,0.0005,0.3,0.0,tanh,0.08199711609631777,0.20616356236860156,80,137.06757203361664,11.70758608909696,8.289823008572672,0.8161708414351525
"[64, 32, 16]",16,0.0005,0.3,1e-05,relu,0.063333390513435,0.22295804100576788,101,72.81088743615253,8.532929592827573,6.331078582707222,0.9023491554336058
"[64, 32, 16]",16,0.0005,0.3,1e-05,tanh,0.08397606061771512,0.18352254293859005,127,174.1796802744731,13.197714964131977,10.046943853372005,0.7663976709524145
"[64, 32, 16]",16,0.0005,0.3,0.0001,relu,0.06428861571475863,0.2447266667149961,64,101.09482483155753,10.054592226020782,6.919461073666799,0.8644159496785426
"[64, 32, 16]",16,0.0005,0.3,0.0001,tanh,0.0715012177824974,0.18728501675650477,179,155.14523948686153,12.455731190374234,9.221477686739238,0.7919258479079446
"[64, 32, 16]",16,0.0005,0.4,0.0,relu,0.08381315227597952,0.30424086935818195,27,106.04713965248268,10.297919190423018,6.600999897444976,0.8577741170920894
"[64, 32, 16]",16,0.0005,0.4,0.0,tanh,0.0855905613861978,0.2329644737765193,151,180.81870195543894,13.44688447021982,9.89231371240985,0.7574936993477638
"[64, 32, 16]",16,0.0005,0.4,1e-05,relu,0.06548478989861906,0.32873250427655876,78,88.2495274004138,9.394121960056395,6.271967075928517,0.8816435125750621
"[64, 32, 16]",16,0.0005,0.4,1e-05,tanh,0.09022958483546972,0.2339172549545765,122,164.45593193437307,12.824037271248594,9.289342467353835,0.7794387458685041
"[64, 32, 16]",16,0.0005,0.4,0.0001,relu,0.07740802830085158,0.2579161453759298,94,117.0636016591004,10.819593414685249,7.321706056519783,0.8429993099587036
"[64, 32, 16]",16,0.0005,0.4,0.0001,tanh,0.1048859222792089,0.23721130704507232,39,248.95909200330436,15.77843756533911,12.113509423908194,0.666106725894207
"[64, 32, 16]",16,0.0001,0.2,0.0,relu,0.06702034990303218,0.24230599985457957,104,125.65690622183925,11.209679131083067,7.949014580746968,0.8314743378327487
"[64, 32, 16]",16,0.0001,0.2,0.0,tanh,0.0888593269046396,0.2118939757347107,109,195.56834060649135,13.984575095672065,10.29929291140839,0.7377121155483986
"[64, 32, 16]",16,0.0001,0.2,1e-05,relu,0.07285298337228596,0.2892804321600124,48,123.98774526006368,11.134978457997288,7.433498709916014,0.8337129450434845
"[64, 32, 16]",16,0.0001,0.2,1e-05,tanh,0.0819029442500323,0.1781366893555969,163,171.19014345986173,13.083965127585053,9.654556838965837,0.7704071097202789
"[64, 32, 16]",16,0.0001,0.2,0.0001,relu,0.061496784328483045,0.19238827168010175,120,143.95842075731278,11.998267406476353,8.147829217699359,0.8069291301836828
"[64, 32, 16]",16,0.0001,0.2,0.0001,tanh,0.08641011035069823,0.17784925689920783,105,196.74083730749035,14.026433520588558,10.556458151289013,0.7361396131777296
"[64, 32, 16]",16,0.0001,0.3,0.0,relu,0.08333510346710682,0.32316500996239483,58,140.9797123395083,11.873487791694076,7.613852936327714,0.8109240463694071
"[64, 32, 16]",16,0.0001,0.3,0.0,tanh,0.09849125239998102,0.2833847696892917,52,214.5663316921137,14.648082867464728,10.821990143087708,0.7122328233724498
"[64, 32, 16]",16,0.0001,0.3,1e-05,relu,0.0773168969899416,0.2579949963837862,157,124.12711423264425,11.141234861210146,7.262219655276579,0.8335260293450489
"[64, 32, 16]",16,0.0001,0.3,1e-05,tanh,0.10242926515638828,0.3035491667687893,43,205.37021243630824,14.330743610724053,10.849097527341026,0.724566264753042
"[64, 32, 16]",16,0.0001,0.3,0.0001,relu,0.0794274928048253,0.30905678984709084,98,172.94917795454163,13.151014331774627,9.885746755991034,0.7680479679754741
"[64, 32, 16]",16,0.0001,0.3,0.0001,tanh,0.10140487994067371,0.215101313078776,107,288.8365884359532,16.995193097930755,13.265810841302578,0.6126247351787907
"[64, 32, 16]",16,0.0001,0.4,0.0,relu,0.1017715404741466,0.3427504604915157,45,183.38883108840415,13.542113243080053,9.439936647408334,0.7540467522040578
"[64, 32, 16]",16,0.0001,0.4,0.0,tanh,0.12015119567513466,0.24816587031818926,133,228.20178090013823,15.106349026159108,11.306796207006057,0.693945542746
"[64, 32, 16]",16,0.0001,0.4,1e-05,relu,0.12361847585998476,0.47596223978325725,31,197.91724054541845,14.068306242949733,9.767536613171268,0.7345618715270039
"[64, 32, 16]",16,0.0001,0.4,1e-05,tanh,0.13140436634421349,0.3074527729768306,131,221.3300781940311,14.877166336168695,11.165915088471275,0.7031615761784857
"[64, 32, 16]",16,0.0001,0.4,0.0001,relu,0.09023674204945564,0.3576055276207626,107,143.18982334824096,11.966195023826119,7.704024419917937,0.8079599401184363
"[64, 32, 16]",16,0.0001,0.4,0.0001,tanh,0.11072823219001293,0.2764721838757396,61,205.2609232377476,14.326930000448373,10.744224757124407,0.7247128387465369
"[64, 32, 16]",32,0.001,0.2,0.0,relu,0.042641697684302926,0.14241913612931967,65,58.82701405511577,7.669877056062618,5.752678796811389,0.9211037276418513
"[64, 32, 16]",32,0.001,0.2,0.0,tanh,0.054817779920995235,0.1362697791773826,99,124.15032431594418,11.142276442269065,7.724317691225514,0.8334949009751511
"[64, 32, 16]",32,0.001,0.2,1e-05,relu,0.03887160308659077,0.10580770019441843,83,128.97737939333868,11.356820831259894,8.175586999988097,0.8270210613932698
"[64, 32, 16]",32,0.001,0.2,1e-05,tanh,0.0464059729129076,0.1332806833088398,192,102.26707800509791,10.112718625824508,7.022849399096489,0.8628437739164736
"[64, 32, 16]",32,0.001,0.2,0.0001,relu,0.04368744231760502,0.12217218242585659,81,59.5033578866683,7.713841966664102,5.774069576546511,0.9201966442550942
"[64, 32, 16]",32,0.001,0.2,0.0001,tanh,0.050064279697835445,0.12006915407255292,208,90.95383101626022,9.536971794875994,6.746566176848852,0.8780166163600843
"[64, 32, 16]",32,0.001,0.3,0.0,relu,0.05143256485462189,0.15984435938298702,108,69.45491526628322,8.333961558963614,5.9601936452339865,0.9068500416096796
"[64, 32, 16]",32,0.001,0.3,0.0,tanh,0.05291110277175903,0.14690840989351273,219,134.16458887531516,11.58294387775902,8.361108488041388,0.8200641981452839
"[64, 32, 16]",32,0.001,0.3,1e-05,relu,0.05482547450810671,0.1591712716035545,66,62.83171214934511,7.926645706056573,5.609946617805202,0.9157327980335856
"[64, 32, 16]",32,0.001,0.3,1e-05,tanh,0.06676562502980232,0.14919711789116263,198,167.1864584615041,12.930060265192274,9.429727036860578,0.7757766806077409
"[64, 32, 16]",32,0.001,0.3,0.0001,relu,0.062543960288167,0.20358615601435304,23,104.97554329566344,10.245757331484258,7.352986271420572,0.8592112962415598
"[64, 32, 16]",32,0.001,0.3,0.0001,tanh,0.07418276555836201,0.17452566791325808,176,151.42326487746135,12.30541607900608,8.937029115268624,0.7969176008841917
"[64, 32, 16]",32,0.001,0.4,0.0,relu,0.06542056892067194,0.19224438117817044,61,92.38045847362473,9.611475353639769,6.948569589590686,0.8761032847005106
"[64, 32, 16]",32,0.001,0.4,0.0,tanh,0.09076869860291481,0.22038176376372576,121,193.828154230582,13.922218006861621,10.557633592975936,0.7400459790033591
"[64, 32, 16]",32,0.001,0.4,1e-05,relu,0.06694706901907921,0.20514521561563015,42,108.5642695608668,10.41941790892691,7.207953107045796,0.854398250239037
"[64, 32, 16]",32,0.001,0.4,1e-05,tanh,0.07872886210680008,0.17963712755590677,159,152.28882175872172,12.340535716034443,8.74404610047984,0.7957567530570113
"[64, 32, 16]",32,0.001,0.4,0.0001,relu,0.07561425864696503,0.19634713884443045,65,94.7324032730467,9.733057241845787,6.705559987144544,0.8729489570425969
"[64, 32, 16]",32,0.001,0.4,0.0001,tanh,0.0810148362070322,0.20589634217321873,109,160.34485810391922,12.662735016729965,9.075213448063716,0.7849523420593301
"[64, 32, 16]",32,0.0005,0.2,0.0,relu,0.049672681372612715,0.15234260354191065,125,102.89394312345625,10.143665172089241,7.5712671011339925,0.8620030492612415
"[64, 32, 16]",32,0.0005,0.2,0.0,tanh,0.048560730181634426,0.13924315990880132,207,119.91902340555546,10.95075446741253,8.038934799603277,0.8391697405776259
"[64, 32, 16]",32,0.0005,0.2,1e-05,relu,0.050393424928188324,0.1448448442388326,67,81.79568755482744,9.044096834666657,6.328136349068488,0.8902991262313356
"[64, 32, 16]",32,0.0005,0.2,1e-05,tanh,0.0573351988568902,0.1415956811979413,205,180.13903173077236,13.421588271541202,10.447793969710132,0.7584052439505339
"[64, 32, 16]",32,0.0005,0.2,0.0001,relu,0.05698033515363932,0.15730998385697603,45,79.56818986039102,8.920100327933033,6.736444922884853,0.8932865507606981
"[64, 32, 16]",32,0.0005,0.2,0.0001,tanh,0.05522101745009422,0.13463812274858356,215,138.3317001316326,11.761449746167886,8.682489794244294,0.814475446958336
"[64, 32, 16]",32,0.0005,0.3,0.0,relu,0.05975543521344662,0.22181024681776762,62,92.98305876257457,9.642772358744894,6.95625579738078,0.8752951029954942
"[64, 32, 16]",32,0.0005,0.3,0.0,tanh,0.06656636483967304,0.1515998882241547,182,134.59037851704483,11.601309344942269,8.376376492281317,0.8194931473095282
"[64, 32, 16]",32,0.0005,0.3,1e-05,relu,0.06648942455649376,0.22050755191594362,65,122.42669481125107,11.064659724151081,7.984513680896908,0.8358065590633792
"[64, 32, 16]",32,0.0005,0.3,1e-05,tanh,0.0727207688614726,0.1633427832275629,147,146.0494623689773,12.085092567662743,9.020204944886881,0.8041247147096705
"[64, 32, 16]",32,0.0005,0.3,0.0001,relu,0.06736617721617222,0.20674710161983967,78,115.7226260679321,10.757445145941118,7.580516371140067,0.8447977690028312
"[64, 32, 16]",32,0.0005,0.3,0.0001,tanh,0.06433147098869085,0.15233820164576173,198,149.50543963912978,12.227241702000079,8.656765052921898,0.7994897059751789
"[64, 32, 16]",32,0.0005,0.4,0.0,relu,0.0779484249651432,0.2343741850927472,59,112.43585617804372,10.603577517896671,7.122299601335131,0.849205844044142
"[64, 32, 16]",32,0.0005,0.4,0.0,tanh,0.09322837740182877,0.2257442781701684,220,167.27723358467634,12.933570024733168,9.313074386988893,0.7756549368994092
"[64, 32, 16]",32,0.0005,0.4,1e-05,relu,0.08433923311531544,0.28585655242204666,26,102.30382296912097,10.114535232482062,6.133535653776149,0.8627944931440952
"[64, 32, 16]",32,0.0005,0.4,1e-05,tanh,0.10103421844542027,0.2342067863792181,133,194.99267247576518,13.963977673849424,10.374380518300695,0.7384841769960038
"[64, 32, 16]",32,0.0005,0.4,0.0001,relu,0.0792388990521431,0.21215876005589962,101,121.2450358719626,11.011132361022756,7.449332401902174,0.8373913494357275
"[64, 32, 16]",32,0.0005,0.4,0.0001,tanh,0.0930099431425333,0.24005776550620794,94,229.38148104542157,15.145345194000088,11.105540258211178,0.6923633794242985
"[64, 32, 16]",32,0.0001,0.2,0.0,relu,0.06109242420643568,0.1792914834804833,83,108.18932705416375,10.401409858964493,7.387747650451606,0.8549011070745
"[64, 32, 16]",32,0.0001,0.2,0.0,tanh,0.08222188241779804,0.17368958424776793,191,248.8064821050349,15.77360079706073,11.764010611604219,0.6663113997552181
"[64, 32, 16]",32,0.0001,0.2,1e-05,relu,0.07386872544884682,0.28627468924969435,22,120.91237821065391,10.996016470097429,7.338356322188032,0.837837495647127
"[64, 32, 16]",32,0.0001,0.2,1e-05,tanh,0.08614794537425041,0.1876527746208012,145,213.65116969780237,14.616811201414704,11.258062064424074,0.7134601994532308
"[64, 32, 16]",32,0.0001,0.2,0.0001,relu,0.06867189891636372,0.20522409491240978,95,135.915712481143,11.658289432036888,8.45376246884154,0.8177156661458739
"[64, 32, 16]",32,0.0001,0.2,0.0001,tanh,0.07377404998987913,0.14178730081766844,260,164.689831958996,12.833153624849817,9.633980172784137,0.7791250491707602
"[64, 32, 16]",32,0.0001,0.3,0.0,relu,0.06800639908760786,0.2089702384546399,98,109.34568926716847,10.45684891672288,7.589507296029116,0.853350243588272
"[64, 32, 16]",32,0.0001,0.3,0.0,tanh,0.10190034843981266,0.20497980201616883,198,251.40692693612277,15.855816817058741,12.305936861920125,0.662823794495267
"[64, 32, 16]",32,0.0001,0.3,1e-05,relu,0.09512019902467728,0.2390212113969028,76,151.40589261072776,12.304710179875338,8.393706316613253,0.796940899824478
"[64, 32, 16]",32,0.0001,0.3,1e-05,tanh,0.10243101418018341,0.23072409257292747,78,247.7395678534112,15.739744847150833,12.025465919322807,0.6677422994656816
"[64, 32, 16]",32,0.0001,0.3,0.0001,relu,0.0896381288766861,0.26078295102342963,76,121.9547928895444,11.043314397840188,7.177676897074263,0.836439453714575
"[64, 32, 16]",32,0.0001,0.3,0.0001,tanh,0.09624498710036278,0.208465744741261,200,200.3449244976225,14.154325292913912,10.452248905768272,0.7313059657604262
"[64, 32, 16]",32,0.0001,0.4,0.0,relu,0.09511727839708328,0.3002920541912317,72,154.2369211405022,12.41921580215523,8.201659746481862,0.793144045581128
"[64, 32, 16]",32,0.0001,0.4,0.0,tanh,0.13650565221905708,0.30676649510860443,120,268.28479849031925,16.37940165239009,12.378245995175442,0.6401879158542374
"[64, 32, 16]",32,0.0001,0.4,1e-05,relu,0.11831124499440193,0.329640656709671,123,220.46498228811296,14.848063250407877,10.55289125329943,0.7043218057652754
"[64, 32, 16]",32,0.0001,0.4,1e-05,tanh,0.13130260072648525,0.2624131515622139,145,249.03556791978883,15.780860810481437,11.638915945902669,0.6660041596696127
"[64, 32, 16]",32,0.0001,0.4,0.0001,relu,0.09638114366680384,0.27030778024345636,80,142.89341137859617,11.953803218164342,7.680876501284235,0.8083574751601673
"[64, 32, 16]",32,0.0001,0.4,0.0001,tanh,0.12252028286457062,0.2527586165815592,125,209.45523416646466,14.472568333452935,10.329596838425918,0.7190876085236196
"[128, 64, 32]",8,0.001,0.2,0.0,relu,0.06096945269382559,0.19261730426833742,45,122.07843547768991,11.04891105393151,8.062543150582071,0.8362736295695613
"[128, 64, 32]",8,0.001,0.2,0.0,tanh,0.04075298205134459,0.12234285781307826,143,101.14333578333571,10.05700431457279,7.508731419996728,0.8643508888671906
"[128, 64, 32]",8,0.001,0.2,1e-05,relu,0.06978818945935927,0.2451023452338718,11,102.41021030576564,10.11979299717962,7.288455922722419,0.862651811003548
"[128, 64, 32]",8,0.001,0.2,1e-05,tanh,0.05337213148595765,0.13055957788749348,94,88.67838709844426,9.416920255499898,6.81633091562099,0.8810683443112515
"[128, 64, 32]",8,0.001,0.2,0.0001,relu,0.06973547788220458,0.1703100691120776,47,110.15066768579787,10.495268823893834,7.791256636434622,0.8522706410012852
"[128, 64, 32]",8,0.001,0.2,0.0001,tanh,0.05352239211788401,0.16696056416110386,62,95.22967479918658,9.758569300834349,7.025471621684641,0.8722820377642271
"[128, 64, 32]",8,0.001,0.3,0.0,relu,0.06695962598314509,0.18290010425779554,64,98.98173643342396,9.948956549981709,6.928727417680316,0.8672499333585538
"[128, 64, 32]",8,0.001,0.3,0.0,tanh,0.06435788725502789,0.17554449065337105,177,107.83526887517537,10.384376190950295,7.236585600767621,0.8553759547438704
"[128, 64, 32]",8,0.001,0.3,1e-05,relu,0.06520018933224492,0.22740844719939762,42,107.08498646320797,10.348187593158908,7.154302541610155,0.8563822013887308
"[128, 64, 32]",8,0.001,0.3,1e-05,tanh,0.06177131098229438,0.19825971300994594,172,135.6008935976603,11.644779671494875,8.503917906005322,0.8181378877522854
"[128, 64, 32]",8,0.001,0.3,0.0001,relu,0.07017088271095417,0.22544457169160956,40,139.9441891683198,11.82980089301252,8.703281065024466,0.8123128457069141
"[128, 64, 32]",8,0.001,0.3,0.0001,tanh,0.0658360465313308,0.1907765208965256,77,149.9246777062554,12.244373308024196,9.275966506111722,0.7989274418307527
"[128, 64, 32]",8,0.001,0.4,0.0,relu,0.06590269500156865,0.2321998897407736,60,107.47699420012631,10.367111179114763,6.9416377918720995,0.8558564573972129
"[128, 64, 32]",8,0.001,0.4,0.0,tanh,0.07729114190442488,0.1869689877484999,108,113.18936061421606,10.639048858531295,7.064253700187179,0.8481952761583809
"[128, 64, 32]",8,0.001,0.4,1e-05,relu,0.06543769553536549,0.2636105396917888,48,109.79651033870196,10.478383002100179,7.052831508708562,0.8527456216706752
"[128, 64, 32]",8,0.001,0.4,1e-05,tanh,0.07353603659430519,0.2129304533794759,114,132.19546394221828,11.49762862255597,8.354325958069658,0.8227051041903073
