hidden_layers,batch_size,learning_rate,dropout_rate,weight_decay,activation,val_loss,train_loss,n_epochs,test_mse,test_rmse,test_mae,test_r2
"[32, 16]",16,0.0005,0.2,1e-05,tanh,0.0744064780883491,0.17523765773512423,173,168.43889920098866,12.978401257511985,9.230518912005559,0.7740969607157497
"[32, 16]",16,0.0005,0.2,0.0001,relu,0.058860799530521035,0.17984752636402845,102,74.02058498882619,8.603521662018768,5.865192972340974,0.9007267608735605
"[32, 16]",16,0.0005,0.2,0.0001,tanh,0.06926762778311968,0.18715697596780956,105,147.7196172510637,12.153995937594503,8.494018360193204,0.8018847744955722
"[32, 16]",16,0.0005,0.3,0.0,relu,0.06475501065142453,0.22802299144677818,108,159.83257920495404,12.642491020560547,8.7991204178003,0.7856393885835379
"[32, 16]",16,0.0005,0.3,0.0,tanh,0.0781295676715672,0.18602649413514882,154,204.25934712925482,14.291932938873412,10.612249713683294,0.7260561097371234
"[32, 16]",16,0.0005,0.3,1e-05,relu,0.07827264373190701,0.2600446993019432,20,141.43215002115514,11.892524964075339,8.266532796653863,0.8103172563235473
"[32, 16]",16,0.0005,0.3,1e-05,tanh,0.08179825497791171,0.1677470246795565,128,159.62607369428645,12.634321259738746,8.990070504325654,0.7859163449321607
"[32, 16]",16,0.0005,0.3,0.0001,relu,0.07268864731304348,0.22422708303201944,51,128.4610535757524,11.334066065439728,8.229441910343107,0.8277135354714487
"[32, 16]",16,0.0005,0.3,0.0001,tanh,0.07810240681283176,0.17453851725440472,107,171.59588308912058,13.099461175526288,9.379848704561416,0.769862949102735
"[32, 16]",16,0.0005,0.4,0.0,relu,0.08753724710550159,0.29216076876036823,60,135.74138342214496,11.650810419114412,8.263781046969335,0.8179494688152693
"[32, 16]",16,0.0005,0.4,0.0,tanh,0.09370017237961292,0.20747731684241444,108,186.5409572756844,13.657999753832346,9.792491999175816,0.7498192555314251
"[32, 16]",16,0.0005,0.4,1e-05,relu,0.07063737430144101,0.27241961658000946,68,126.32709706782995,11.239532778004161,7.633079663284509,0.8305755065667647
"[32, 16]",16,0.0005,0.4,1e-05,tanh,0.09266354888677597,0.21015614364296198,132,179.4050858948382,13.394218375658888,9.592323152357244,0.7593895806791283
"[32, 16]",16,0.0005,0.4,0.0001,relu,0.0793512393720448,0.2821193754207343,98,134.1521023318697,11.582404859607944,7.939626456347925,0.8200809445626961
"[32, 16]",16,0.0005,0.4,0.0001,tanh,0.09336966369301081,0.23303258372470737,131,190.44796898898758,13.800288728464619,9.947123008176478,0.74457933871446
"[32, 16]",16,0.0001,0.2,0.0,relu,0.07693029474467039,0.24357362440787256,99,132.65090910190924,11.517417640335408,8.130251655403244,0.8220942806436708
"[32, 16]",16,0.0001,0.2,0.0,tanh,0.08593581640161574,0.2099155110772699,108,272.47666812280676,16.50686730190822,12.645946921661743,0.6345659597932902
"[32, 16]",16,0.0001,0.2,1e-05,relu,0.07889300456736237,0.23175743385218084,115,138.48191039194145,11.767833717041615,7.169672040033585,0.8142739913890084
"[32, 16]",16,0.0001,0.2,1e-05,tanh,0.07301107840612531,0.16823307261802256,108,211.95311174850713,14.558609540354707,10.989028617449144,0.7157375620662982
"[32, 16]",16,0.0001,0.2,0.0001,relu,0.07105352985672653,0.2367669465020299,57,123.06660428971195,11.09353885330159,7.277817383039622,0.8349483398709192
"[32, 16]",16,0.0001,0.2,0.0001,tanh,0.08354219049215317,0.21223189344163984,213,131.87316609668048,11.483604229364598,8.215388167203628,0.8231373562603881
"[32, 16]",16,0.0001,0.3,0.0,relu,0.0753723920788616,0.2763429831247777,109,147.81477048577597,12.157909790986935,8.123918439020333,0.8017571590515079
"[32, 16]",16,0.0001,0.3,0.0,tanh,0.09254415426403284,0.22735600755549967,227,183.41853172364492,13.54320980135968,10.035556013233697,0.7540069189838136
"[32, 16]",16,0.0001,0.3,1e-05,relu,0.08163863443769515,0.2564478348940611,91,130.31490841174275,11.415555545471396,7.26048452497284,0.825227224744956
"[32, 16]",16,0.0001,0.3,1e-05,tanh,0.09443122241646051,0.23766623786650598,156,202.23847918920885,14.221057597422522,10.436435087601259,0.728766411287502
"[32, 16]",16,0.0001,0.3,0.0001,relu,0.07740253629162908,0.2518443369772285,57,179.08846656143206,13.38239390249114,9.225392207792094,0.7598142169718842
"[32, 16]",16,0.0001,0.3,0.0001,tanh,0.10385686671361327,0.21869551669806242,147,179.50331457744517,13.397884705334837,9.747153597403255,0.7592578405760342
"[32, 16]",16,0.0001,0.4,0.0,relu,0.10486275306902826,0.3093848363496363,83,156.73279218342125,12.519296792688527,8.143862512007255,0.7897966902081617
"[32, 16]",16,0.0001,0.4,0.0,tanh,0.10337833222001791,0.2440021048532799,174,205.43006393494903,14.332831678874522,10.862660644531633,0.7244859944858246
"[32, 16]",16,0.0001,0.4,1e-05,relu,0.09946157061494887,0.3855517136398703,67,142.9646597496061,11.956783001694316,8.112513858341199,0.8082619198957269
"[32, 16]",16,0.0001,0.4,1e-05,tanh,0.1116721173748374,0.25023462530225515,63,268.79320031949857,16.394913855202123,12.131371736419807,0.6395060690900156
"[32, 16]",16,0.0001,0.4,0.0001,relu,0.08379737311042845,0.33057988132350147,54,178.21384316243652,13.349675769936756,9.664321295639256,0.760987224424435
"[32, 16]",16,0.0001,0.4,0.0001,tanh,0.11434059590101242,0.25916428421624005,119,281.18212804919335,16.768486158541364,12.664015067643138,0.6228905696959508
"[32, 16]",32,0.001,0.2,0.0,relu,0.05479615926742554,0.13050921773537993,60,69.26241580616244,8.322404448605129,5.824882533786923,0.9071082136430292
"[32, 16]",32,0.001,0.2,0.0,tanh,0.06447551120072603,0.13395216362550855,163,174.17710667698037,13.197617462139913,9.47324982435921,0.7664011225511738
"[32, 16]",32,0.001,0.2,1e-05,relu,0.052686274982988834,0.14676660462282598,69,111.2470155084565,10.547370075448026,7.256016566843521,0.8508002662456551
"[32, 16]",32,0.001,0.2,1e-05,tanh,0.06133296247571707,0.11296670930460095,129,127.36306827929432,11.285524723259186,7.992475323513987,0.8291861063368242
"[32, 16]",32,0.001,0.2,0.0001,relu,0.05043332930654287,0.12426333292387426,53,128.33323514577208,11.328425978297783,8.454660462590034,0.8278849600767273
"[32, 16]",32,0.001,0.2,0.0001,tanh,0.06774756498634815,0.13055684883147478,115,132.82361978003297,11.52491300531301,8.009265682701791,0.8218626484774071
"[32, 16]",32,0.001,0.3,0.0,relu,0.05837384378537536,0.19734379649162292,97,85.77158522384872,9.261295007926737,6.970504679847655,0.8849668225201641
"[32, 16]",32,0.001,0.3,0.0,tanh,0.07011221814900637,0.1560326055623591,208,153.1417973645286,12.375047368173126,9.064415789180105,0.7946127786977562
"[32, 16]",32,0.001,0.3,1e-05,relu,0.059115332551300526,0.16799220722168684,42,123.03148483342396,11.091955861498185,7.850089929565149,0.8349954405819254
"[32, 16]",32,0.001,0.3,1e-05,tanh,0.07806468848139048,0.15417235204949975,70,195.8190456124728,13.99353585097322,10.096456371380318,0.737375880729223
"[32, 16]",32,0.001,0.3,0.0001,relu,0.0600720732472837,0.19030210468918085,76,129.65521292474546,11.386624298919564,8.030173577587961,0.8261119800848551
"[32, 16]",32,0.001,0.3,0.0001,tanh,0.07566546089947224,0.1730016153305769,161,168.75597904844182,12.990611188409952,9.500723130762328,0.7736717068012725
"[32, 16]",32,0.001,0.4,0.0,relu,0.06781140994280577,0.23176000546664,36,109.50718270550826,10.464567965544887,7.475684554063142,0.8531336555036997
"[32, 16]",32,0.001,0.4,0.0,tanh,0.08159678615629673,0.18053635209798813,140,198.71844847676994,14.096753118245703,10.308991592528441,0.733487325756107
"[32, 16]",32,0.001,0.4,1e-05,relu,0.06732215639203787,0.21054347977042198,132,116.73825887015775,10.804548064132888,7.057271932247896,0.8434356457764987
"[32, 16]",32,0.001,0.4,1e-05,tanh,0.08334427513182163,0.20289061637595296,144,206.33099733112275,14.364226304647346,10.464444856172847,0.7232777011916166
"[32, 16]",32,0.001,0.4,0.0001,relu,0.06920519191771746,0.20844334037974477,58,109.7534534996049,10.47632824512505,7.428723457637502,0.852803367659637
"[32, 16]",32,0.001,0.4,0.0001,tanh,0.0877082422375679,0.2031555762514472,167,210.59225342321895,14.51179704320657,10.375803740175021,0.7175626869820758
"[32, 16]",32,0.0005,0.2,0.0,relu,0.06439703842625022,0.1587963211350143,85,124.72519932633863,11.168043666029366,7.835116623107015,0.8327239032265746
"[32, 16]",32,0.0005,0.2,0.0,tanh,0.060108634643256664,0.13931768806651235,199,151.74502751554053,12.318483166183267,9.295823072994018,0.7964860666114376
"[32, 16]",32,0.0005,0.2,1e-05,relu,0.06257924903184175,0.1447546745184809,112,106.3609056280369,10.313142374079634,7.029504061756413,0.8573533076007076
"[32, 16]",32,0.0005,0.2,1e-05,tanh,0.07015199214220047,0.13555184425786138,154,219.5145064672685,14.816021951497929,11.233058707989365,0.7055965432381127
"[32, 16]",32,0.0005,0.2,0.0001,relu,0.05273742228746414,0.17418701853603125,165,104.28257460691442,10.211883989103795,7.332859037020435,0.8601406761749351
"[32, 16]",32,0.0005,0.2,0.0001,tanh,0.0706349816173315,0.18817546404898167,37,243.02655712870322,15.589309065147923,11.85157422313484,0.6740631876449636
"[32, 16]",32,0.0005,0.3,0.0,relu,0.07515270262956619,0.23490575654432178,45,149.11866448209196,12.211415334927068,8.125525632985765,0.8000084322546129
"[32, 16]",32,0.0005,0.3,0.0,tanh,0.07868522964417934,0.16766371484845877,101,170.58276422492332,13.060733678661522,9.391825631864213,0.7712217007430272
"[32, 16]",32,0.0005,0.3,1e-05,relu,0.06647333037108183,0.15092801209539175,61,81.68581586359875,9.038020572204887,6.12925655106004,0.8904464814390555
"[32, 16]",32,0.0005,0.3,1e-05,tanh,0.08737184479832649,0.18277399288490415,114,196.75644737179255,14.026989961206665,10.588941794045336,0.7361186776278892
"[32, 16]",32,0.0005,0.3,0.0001,relu,0.07221115194261074,0.20402877498418093,50,112.38464598916966,10.601162482915242,7.67483193269207,0.8492745249567094
"[32, 16]",32,0.0005,0.3,0.0001,tanh,0.08488036505877972,0.21534467209130526,36,231.36615218775765,15.21072490671492,11.680507253101874,0.689701623469111
"[32, 16]",32,0.0005,0.4,0.0,relu,0.07940288539975882,0.25451175682246685,86,96.8450205270049,9.84098676591961,6.362524404573199,0.8701156052409799
"[32, 16]",32,0.0005,0.4,0.0,tanh,0.09262935444712639,0.19180069025605917,200,207.96147859328664,14.420869550525955,10.62072785031348,0.7210909695377881
"[32, 16]",32,0.0005,0.4,1e-05,relu,0.07987577188760042,0.2566166832111776,120,124.59196303238919,11.162077003514588,7.8717722549526465,0.8329025940390231
"[32, 16]",32,0.0005,0.4,1e-05,tanh,0.09951606392860413,0.2138005830347538,122,242.08324239707767,15.55902446804033,11.74490877086214,0.6753283209715686
"[32, 16]",32,0.0005,0.4,0.0001,relu,0.07841317821294069,0.20481142029166222,54,130.52621230588508,11.424806882651675,7.572734323889986,0.8249438330098771
"[32, 16]",32,0.0005,0.4,0.0001,tanh,0.09840617142617702,0.20866615697741508,95,254.38461058436974,15.949439193412719,11.972865368046298,0.6588302526865939
"[32, 16]",32,0.0001,0.2,0.0,relu,0.07835612259805202,0.2107181241735816,73,96.52737426530658,9.824834566816206,7.173433498375658,0.8705416188059897
"[32, 16]",32,0.0001,0.2,0.0,tanh,0.08205420896410942,0.1871147332713008,173,171.7017932993765,13.103503092661004,9.96471802666886,0.7697209068636706
"[32, 16]",32,0.0001,0.2,1e-05,relu,0.07295248657464981,0.19250867748633027,82,118.00788730831577,10.86314352792578,7.055867470363357,0.8417328744790006
"[32, 16]",32,0.0001,0.2,1e-05,tanh,0.07741155102849007,0.1621110439300537,148,239.74146694170508,15.483587017926599,11.778810131779883,0.6784690099406806
"[32, 16]",32,0.0001,0.2,0.0001,relu,0.07022592704743147,0.2540515335276723,30,136.6335756660082,11.68903655850251,8.16142255485299,0.8167528987802559
"[32, 16]",32,0.0001,0.2,0.0001,tanh,0.0884194876998663,0.16381052741780877,192,217.11663520674892,14.73487818771329,10.982105624767005,0.708812465499142
"[32, 16]",32,0.0001,0.3,0.0,relu,0.08485931064933538,0.2298395992256701,78,137.5812333400868,11.729502689376341,8.108710399392395,0.8154819408851919
"[32, 16]",32,0.0001,0.3,0.0,tanh,0.0915669072419405,0.21404236648231745,186,254.39014214194154,15.949612601625832,12.288687398804232,0.6588228339984323
"[32, 16]",32,0.0001,0.3,1e-05,relu,0.09760034829378128,0.2537431502714753,59,132.79467600204958,11.523657232061773,8.355148118417553,0.8219014666331053
"[32, 16]",32,0.0001,0.3,1e-05,tanh,0.09197830781340599,0.23165392875671387,119,192.73984060316283,13.883077490353601,9.911151358059243,0.7415055786403473
"[32, 16]",32,0.0001,0.3,0.0001,relu,0.07840792741626501,0.22476076520979404,253,135.43936740476323,11.637842042439106,7.731172289706867,0.8183545197658675
"[32, 16]",32,0.0001,0.3,0.0001,tanh,0.10443789325654507,0.2080120095051825,204,244.75636516086783,15.644691277262963,11.52392084010506,0.671743243180247
"[32, 16]",32,0.0001,0.4,0.0,relu,0.09644936956465244,0.3379764063283801,80,133.90020981916456,11.57152582070163,7.864482170505013,0.8204187720150421
"[32, 16]",32,0.0001,0.4,0.0,tanh,0.11203062906861305,0.2308208723552525,232,296.36965983022054,17.215390202670996,13.22569914029414,0.6025217023806504
"[32, 16]",32,0.0001,0.4,1e-05,relu,0.08712662849575281,0.27828886825591326,75,127.75422474575194,11.302841445660995,7.288827721045662,0.828661504032798
"[32, 16]",32,0.0001,0.4,1e-05,tanh,0.12263233214616776,0.2552205305546522,74,229.42397440671328,15.146747981224,11.506408741249512,0.692306389147642
"[32, 16]",32,0.0001,0.4,0.0001,relu,0.08910698723047972,0.32352860178798437,86,108.84441735422419,10.43285279078662,6.444748841381348,0.8540225280141327
"[32, 16]",32,0.0001,0.4,0.0001,tanh,0.11825842224061489,0.25728720100596547,255,231.74514470500105,15.223177877992526,11.405052442500285,0.6891933349329273
"[64, 32, 16]",8,0.001,0.2,0.0,relu,0.06568108117789961,0.2470655892162569,27,115.8224816292411,10.762085375485603,7.794342785198641,0.8446638469996827
"[64, 32, 16]",8,0.001,0.2,0.0,tanh,0.06836731714429334,0.20116136560127848,81,129.51426517852192,11.380433435441812,8.122333221921771,0.8263010131668996
"[64, 32, 16]",8,0.001,0.2,1e-05,relu,0.06973088276572526,0.2518465788591476,64,138.19518425941257,11.755644782801689,8.548251324690646,0.8146585362007338
"[64, 32, 16]",8,0.001,0.2,1e-05,tanh,0.06861574569484219,0.19925565281439395,91,116.34636477967202,10.786397210360464,7.4996653703791445,0.8439612373502873
"[64, 32, 16]",8,0.001,0.2,0.0001,relu,0.06894984928658232,0.17747974806716518,82,117.9857704554275,10.862125503575601,7.717891837243405,0.8417625366550809
"[64, 32, 16]",8,0.001,0.2,0.0001,tanh,0.06750269763870165,0.20645600657850977,98,91.19818458982665,9.549774059621864,6.74863392736671,0.877688899810104
"[64, 32, 16]",8,0.001,0.3,0.0,relu,0.07942549383733422,0.3315228223800659,30,133.84372979964667,11.569085089135038,7.798815695918763,0.8204945205988221
"[64, 32, 16]",8,0.001,0.3,0.0,tanh,0.07958663743920624,0.19442688295292476,77,143.76757434067042,11.990311686552207,8.82989346392589,0.8071850852259
"[64, 32, 16]",8,0.001,0.3,1e-05,relu,0.07896472333231941,0.29345300628079307,22,151.11607069427785,12.292927669773293,8.31303381716949,0.7973295965690411
"[64, 32, 16]",8,0.001,0.3,1e-05,tanh,0.08132257999386638,0.19890371204486915,97,125.03378981534125,11.181850911872383,7.672723660793259,0.8323100348761485
