Feature,Importance
Vibration_X_wavelet_scale_16_ratio,0.3530257932656239
Vibration_X_wavelet_entropy,0.28026078020581435
Force_Y_skewness,0.17754182633325152
Vibration_X_wavelet_scale_32_ratio,0.16032701702128313
Force_X_wp_add_std,0.028844583174027015
