n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,mean_train_score,mean_test_score,std_test_score,rank_test_score
50,None,10,4,sqrt,0.9820771230273044,-1.7067385331307214,3.2422053310480523,1
50,30,10,4,log2,0.9820771230273044,-1.7067385331307214,3.2422053310480523,1
50,30,10,4,sqrt,0.9820771230273044,-1.7067385331307214,3.2422053310480523,1
50,20,10,4,log2,0.9820771230273044,-1.7067385331307214,3.2422053310480523,1
50,20,10,4,sqrt,0.9820771230273044,-1.7067385331307214,3.2422053310480523,1
50,None,10,4,log2,0.9820771230273044,-1.7067385331307214,3.2422053310480523,1
50,10,10,4,log2,0.982017520802575,-1.8001762015966758,3.187127513241037,7
50,10,10,4,sqrt,0.982017520802575,-1.8001762015966758,3.187127513241037,7
50,None,2,1,sqrt,0.9956004331385113,-1.8808909915758931,3.203035761506499,9
50,30,2,1,log2,0.9956004331385113,-1.8808909915758931,3.203035761506499,9
50,30,2,1,sqrt,0.9956004331385113,-1.8808909915758931,3.203035761506499,9
50,None,2,1,log2,0.9956004331385113,-1.8808909915758931,3.203035761506499,9
50,20,2,1,log2,0.9956058274910111,-1.8810325416452134,3.20293092447318,13
50,20,2,1,sqrt,0.9956058274910111,-1.8810325416452134,3.20293092447318,13
100,20,10,4,sqrt,0.9819413661603088,-1.8838831576820276,3.4850338665730187,15
100,20,10,4,log2,0.9819413661603088,-1.8838831576820276,3.4850338665730187,15
100,None,10,4,sqrt,0.9819413661603088,-1.8838831576820276,3.4850338665730187,15
100,30,10,4,sqrt,0.9819413661603088,-1.8838831576820276,3.4850338665730187,15
100,None,10,4,log2,0.9819413661603088,-1.8838831576820276,3.4850338665730187,15
100,30,10,4,log2,0.9819413661603088,-1.8838831576820276,3.4850338665730187,15
100,30,2,1,sqrt,0.9960723953964097,-1.8906267475281215,3.365079287444699,21
100,30,2,1,log2,0.9960723953964097,-1.8906267475281215,3.365079287444699,21
100,None,2,1,log2,0.9960723953964097,-1.8906267475281215,3.365079287444699,21
100,None,2,1,sqrt,0.9960723953964097,-1.8906267475281215,3.365079287444699,21
100,20,2,1,log2,0.9960834852458635,-1.8906448343831603,3.3651412980414155,25
100,20,2,1,sqrt,0.9960834852458635,-1.8906448343831603,3.3651412980414155,25
50,10,5,4,sqrt,0.982837159601343,-1.8986688270472734,3.2730147193413615,27
50,10,2,4,log2,0.982837159601343,-1.8986688270472734,3.2730147193413615,27
50,10,2,4,sqrt,0.982837159601343,-1.8986688270472734,3.2730147193413615,27
50,10,5,4,log2,0.982837159601343,-1.8986688270472734,3.2730147193413615,27
200,30,2,1,sqrt,0.9963098783226385,-1.9022705304909127,3.0943917247164605,31
200,30,2,1,log2,0.9963098783226385,-1.9022705304909127,3.0943917247164605,31
200,None,2,1,sqrt,0.9963098783226385,-1.9022705304909127,3.0943917247164605,31
200,None,2,1,log2,0.9963098783226385,-1.9022705304909127,3.0943917247164605,31
200,20,2,1,sqrt,0.996317820363014,-1.9034957564361406,3.094197889492022,35
200,20,2,1,log2,0.996317820363014,-1.9034957564361406,3.094197889492022,35
200,30,2,4,log2,0.9831455425040632,-1.9060021722284275,3.2297952159258707,37
200,30,5,4,sqrt,0.9831455425040632,-1.9060021722284275,3.2297952159258707,37
200,None,2,4,sqrt,0.9831455425040632,-1.9060021722284275,3.2297952159258707,37
200,20,5,4,sqrt,0.9831455425040632,-1.9060021722284275,3.2297952159258707,37
200,20,5,4,log2,0.9831455425040632,-1.9060021722284275,3.2297952159258707,37
200,None,5,4,log2,0.9831455425040632,-1.9060021722284275,3.2297952159258707,37
200,None,5,4,sqrt,0.9831455425040632,-1.9060021722284275,3.2297952159258707,37
200,None,2,4,log2,0.9831455425040632,-1.9060021722284275,3.2297952159258707,37
200,30,5,4,log2,0.9831455425040632,-1.9060021722284275,3.2297952159258707,37
200,20,2,4,sqrt,0.9831455425040632,-1.9060021722284275,3.2297952159258707,37
200,30,2,4,sqrt,0.9831455425040632,-1.9060021722284275,3.2297952159258707,37
200,20,2,4,log2,0.9831455425040632,-1.9060021722284275,3.2297952159258707,37
50,10,10,1,log2,0.9890133498817315,-1.9167888602751524,2.838112107470202,49
50,10,10,1,sqrt,0.9890133498817315,-1.9167888602751524,2.838112107470202,49
50,10,2,2,sqrt,0.9907463166985474,-1.9268278190153267,3.3265710880271886,51
50,10,2,2,log2,0.9907463166985474,-1.9268278190153267,3.3265710880271886,51
100,10,10,4,log2,0.9817703116173224,-1.9280712891363436,3.4501080942162403,53
100,10,10,4,sqrt,0.9817703116173224,-1.9280712891363436,3.4501080942162403,53
50,None,2,4,sqrt,0.9832364363462796,-1.935028255130882,3.2990437459581203,55
50,30,5,4,sqrt,0.9832364363462796,-1.935028255130882,3.2990437459581203,55
50,30,2,4,sqrt,0.9832364363462796,-1.935028255130882,3.2990437459581203,55
50,20,5,4,sqrt,0.9832364363462796,-1.935028255130882,3.2990437459581203,55
50,None,5,4,sqrt,0.9832364363462796,-1.935028255130882,3.2990437459581203,55
50,20,5,4,log2,0.9832364363462796,-1.935028255130882,3.2990437459581203,55
50,None,5,4,log2,0.9832364363462796,-1.935028255130882,3.2990437459581203,55
50,None,2,4,log2,0.9832364363462796,-1.935028255130882,3.2990437459581203,55
50,20,2,4,sqrt,0.9832364363462796,-1.935028255130882,3.2990437459581203,55
50,30,5,4,log2,0.9832364363462796,-1.935028255130882,3.2990437459581203,55
50,30,2,4,log2,0.9832364363462796,-1.935028255130882,3.2990437459581203,55
50,20,2,4,log2,0.9832364363462796,-1.935028255130882,3.2990437459581203,55
