feature,importance
PC1,0.4639174783540653
PC2,0.17227562791132
PC3,0.08117900057381114
PC6,0.057261558460881844
PC4,0.05155143048745239
PC7,0.04544867140696359
PC9,0.03303218820345389
PC8,0.03204801084174028
PC10,0.031829499655550084
PC5,0.0314565341047615
