hidden_sizes,learning_rate,batch_size,dropout_rate,early_stop_patience,mse,rmse,mae,r2,epochs_trained,best_val_loss
"[256, 128, 64]",0.0005,16,0.3,30,186.91767495406916,13.671783898016717,10.482454628825083,0.7493140179117131,51,0.15346261858940125
"[64, 32, 16]",0.001,64,0.2,100,126.89551987044773,11.264791159646402,8.718659270757348,0.8298131622429835,136,0.1485973596572876
