Feature,Importance
Force_Y_skewness,0.21439396766925603
Force_Y_kurtosis,0.20554810563230236
Force_Y_peak,0.17337204833686526
Force_X_wpd_band2_energy,0.10787988983251846
Force_X_peak,0.08509277884945113
Vibration_Z_wpd_band3_energy,0.0847296281721919
Vibration_Z_wpd_band5_energy,0.05531321326919656
Vibration_X_skewness,0.050939313466823885
Force_X_wpd_band4_energy,0.013184969776259952
Force_X_wpd_band6_energy,0.00954608499513442
