n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,mean_train_score,mean_test_score,std_test_score,rank_test_score
200,10,5,1,log2,0.974832293692684,-0.3965103765623671,0.7497422571894096,87
200,10,5,1,sqrt,0.974832293692684,-0.3965103765623671,0.7497422571894096,87
200,10,2,2,log2,0.9709816000898149,-0.3988800504250747,0.7446499127529793,89
200,10,2,2,sqrt,0.9709816000898149,-0.3988800504250747,0.7446499127529793,89
100,30,10,4,log2,0.9491247261316763,-0.3993067670569161,0.772292815661659,91
100,None,10,4,sqrt,0.9491247261316763,-0.3993067670569161,0.772292815661659,91
100,20,10,4,log2,0.9491247261316763,-0.3993067670569161,0.772292815661659,91
100,30,10,4,sqrt,0.9491247261316763,-0.3993067670569161,0.772292815661659,91
100,20,10,4,sqrt,0.9491247261316763,-0.3993067670569161,0.772292815661659,91
100,None,10,4,log2,0.9491247261316763,-0.3993067670569161,0.772292815661659,91
50,10,2,1,log2,0.9766971319863593,-0.3993781816288295,0.7716912921386769,97
50,10,2,1,sqrt,0.9766971319863593,-0.3993781816288295,0.7716912921386769,97
100,10,5,1,sqrt,0.9747852965388522,-0.4009454594977832,0.7522333064896121,99
100,10,5,1,log2,0.9747852965388522,-0.4009454594977832,0.7522333064896121,99
200,30,2,4,sqrt,0.953079136089193,-0.4025685540702991,0.7586761035685733,101
200,None,2,4,log2,0.953079136089193,-0.4025685540702991,0.7586761035685733,101
200,20,5,4,log2,0.953079136089193,-0.4025685540702991,0.7586761035685733,101
200,30,5,4,log2,0.953079136089193,-0.4025685540702991,0.7586761035685733,101
200,30,2,4,log2,0.953079136089193,-0.4025685540702991,0.7586761035685733,101
200,20,2,4,log2,0.953079136089193,-0.4025685540702991,0.7586761035685733,101
200,None,2,4,sqrt,0.953079136089193,-0.4025685540702991,0.7586761035685733,101
200,None,5,4,sqrt,0.953079136089193,-0.4025685540702991,0.7586761035685733,101
200,None,5,4,log2,0.953079136089193,-0.4025685540702991,0.7586761035685733,101
200,20,2,4,sqrt,0.953079136089193,-0.4025685540702991,0.7586761035685733,101
200,20,5,4,sqrt,0.953079136089193,-0.4025685540702991,0.7586761035685733,101
200,30,5,4,sqrt,0.953079136089193,-0.4025685540702991,0.7586761035685733,101
100,10,10,1,sqrt,0.962320040948893,-0.4041813639614145,0.7879954008846988,113
100,10,10,1,log2,0.962320040948893,-0.4041813639614145,0.7879954008846988,113
200,20,10,4,sqrt,0.9489375270594393,-0.40473758388436176,0.7654286583569109,115
200,30,10,4,log2,0.9489375270594393,-0.40473758388436176,0.7654286583569109,115
200,20,10,4,log2,0.9489375270594393,-0.40473758388436176,0.7654286583569109,115
200,None,10,4,sqrt,0.9489375270594393,-0.40473758388436176,0.7654286583569109,115
200,30,10,4,sqrt,0.9489375270594393,-0.40473758388436176,0.7654286583569109,115
200,None,10,4,log2,0.9489375270594393,-0.40473758388436176,0.7654286583569109,115
100,10,5,4,log2,0.9509887987377267,-0.40566718621345393,0.7589378468647244,121
100,10,2,4,sqrt,0.9509887987377267,-0.40566718621345393,0.7589378468647244,121
100,10,5,4,sqrt,0.9509887987377267,-0.40566718621345393,0.7589378468647244,121
100,10,2,4,log2,0.9509887987377267,-0.40566718621345393,0.7589378468647244,121
200,None,5,1,log2,0.9799411731936283,-0.40842950879497997,0.7618760391290309,125
200,30,5,1,sqrt,0.9799411731936283,-0.40842950879497997,0.7618760391290309,125
200,None,5,1,sqrt,0.9799411731936283,-0.40842950879497997,0.7618760391290309,125
200,30,5,1,log2,0.9799411731936283,-0.40842950879497997,0.7618760391290309,125
200,20,5,1,sqrt,0.9799427646688372,-0.4106492092101014,0.7675854526879394,129
200,20,5,1,log2,0.9799427646688372,-0.4106492092101014,0.7675854526879394,129
100,10,10,4,sqrt,0.9469716140945114,-0.41104390053296597,0.7579010544576192,131
100,10,10,4,log2,0.9469716140945114,-0.41104390053296597,0.7579010544576192,131
200,10,5,4,log2,0.9508738335149483,-0.4117002117499749,0.7610536571294904,133
200,10,2,4,log2,0.9508738335149483,-0.4117002117499749,0.7610536571294904,133
200,10,5,4,sqrt,0.9508738335149483,-0.4117002117499749,0.7610536571294904,133
200,10,2,4,sqrt,0.9508738335149483,-0.4117002117499749,0.7610536571294904,133
100,30,10,2,log2,0.9596373665503023,-0.41249236355681396,0.8155122202854223,137
100,30,10,2,sqrt,0.9596373665503023,-0.41249236355681396,0.8155122202854223,137
100,None,10,2,sqrt,0.9596373665503023,-0.41249236355681396,0.8155122202854223,137
100,None,10,2,log2,0.9596373665503023,-0.41249236355681396,0.8155122202854223,137
100,20,10,2,sqrt,0.9596242818397002,-0.41254738102942384,0.815569423835115,141
100,20,10,2,log2,0.9596242818397002,-0.41254738102942384,0.815569423835115,141
200,10,10,4,sqrt,0.9465455134931442,-0.41496854418964,0.7616186406868832,143
200,10,10,4,log2,0.9465455134931442,-0.41496854418964,0.7616186406868832,143
100,10,5,2,log2,0.9688440408275143,-0.41573634671943277,0.7632168096913885,145
100,10,5,2,sqrt,0.9688440408275143,-0.41573634671943277,0.7632168096913885,145
50,10,5,1,sqrt,0.9723942171435083,-0.41834003003022346,0.7560631044082603,147
50,10,5,1,log2,0.9723942171435083,-0.41834003003022346,0.7560631044082603,147
50,None,5,2,log2,0.9694172835038153,-0.4213165469057773,0.733833902788956,149
50,30,5,2,log2,0.9694172835038153,-0.4213165469057773,0.733833902788956,149
50,30,5,2,sqrt,0.9694172835038153,-0.4213165469057773,0.733833902788956,149
50,None,5,2,sqrt,0.9694172835038153,-0.4213165469057773,0.733833902788956,149
50,20,5,2,log2,0.9694456984497506,-0.4214130596446549,0.733955736079369,153
50,20,5,2,sqrt,0.9694456984497506,-0.4214130596446549,0.733955736079369,153
200,10,5,2,log2,0.969286186467387,-0.4231199875947601,0.7672328377675903,155
200,10,5,2,sqrt,0.969286186467387,-0.4231199875947601,0.7672328377675903,155
50,20,2,2,log2,0.9712565376498954,-0.4292252118087932,0.7538438339006172,157
50,20,2,2,sqrt,0.9712565376498954,-0.4292252118087932,0.7538438339006172,157
50,30,2,1,log2,0.9832202160916756,-0.4316978359964465,0.7751420870985113,159
50,30,2,1,sqrt,0.9832202160916756,-0.4316978359964465,0.7751420870985113,159
50,None,2,1,sqrt,0.9832202160916756,-0.4316978359964465,0.7751420870985113,159
50,None,2,1,log2,0.9832202160916756,-0.4316978359964465,0.7751420870985113,159
50,30,2,2,log2,0.9713153489998785,-0.4332684263978314,0.7539249139764422,163
50,None,2,2,log2,0.9713153489998785,-0.4332684263978314,0.7539249139764422,163
50,30,2,2,sqrt,0.9713153489998785,-0.4332684263978314,0.7539249139764422,163
50,None,2,2,sqrt,0.9713153489998785,-0.4332684263978314,0.7539249139764422,163
50,10,10,2,sqrt,0.9545106328513058,-0.4452359442591446,0.8115412971773366,167
50,10,10,2,log2,0.9545106328513058,-0.4452359442591446,0.8115412971773366,167
50,20,2,1,sqrt,0.9830544843907095,-0.4498411301886488,0.7958977688510741,169
50,20,2,1,log2,0.9830544843907095,-0.4498411301886488,0.7958977688510741,169
50,30,10,1,log2,0.9630122336140594,-0.4500832027060461,0.8413355046728351,171
50,None,10,1,log2,0.9630122336140594,-0.4500832027060461,0.8413355046728351,171
50,30,10,1,sqrt,0.9630122336140594,-0.4500832027060461,0.8413355046728351,171
50,None,10,1,sqrt,0.9630122336140594,-0.4500832027060461,0.8413355046728351,171
50,None,5,1,log2,0.9776204951119535,-0.45050414480909645,0.8106878223136553,175
50,30,5,1,log2,0.9776204951119535,-0.45050414480909645,0.8106878223136553,175
50,None,5,1,sqrt,0.9776204951119535,-0.45050414480909645,0.8106878223136553,175
50,30,5,1,sqrt,0.9776204951119535,-0.45050414480909645,0.8106878223136553,175
50,30,10,2,sqrt,0.9563446972218564,-0.45090059585987385,0.8688565314004876,179
50,None,10,2,sqrt,0.9563446972218564,-0.45090059585987385,0.8688565314004876,179
50,30,10,2,log2,0.9563446972218564,-0.45090059585987385,0.8688565314004876,179
50,None,10,2,log2,0.9563446972218564,-0.45090059585987385,0.8688565314004876,179
50,20,10,2,sqrt,0.9562977946118201,-0.45095204349699747,0.8688567357401568,183
50,20,10,2,log2,0.9562977946118201,-0.45095204349699747,0.8688567357401568,183
50,20,10,1,log2,0.9630091301364543,-0.4522211317338753,0.8416681336972883,185
50,20,10,1,sqrt,0.9630091301364543,-0.4522211317338753,0.8416681336972883,185
50,20,5,1,sqrt,0.9776800518577173,-0.4533585913883287,0.8167069882899346,187
50,20,5,1,log2,0.9776800518577173,-0.4533585913883287,0.8167069882899346,187
50,10,5,2,sqrt,0.9661717666774562,-0.4545632319451153,0.7520434059651293,189
50,10,5,2,log2,0.9661717666774562,-0.4545632319451153,0.7520434059651293,189
50,None,10,4,log2,0.945369395095829,-0.4606241215225843,0.7845953434553717,191
50,30,10,4,log2,0.945369395095829,-0.4606241215225843,0.7845953434553717,191
50,None,10,4,sqrt,0.945369395095829,-0.4606241215225843,0.7845953434553717,191
50,20,10,4,log2,0.945369395095829,-0.4606241215225843,0.7845953434553717,191
50,20,10,4,sqrt,0.945369395095829,-0.4606241215225843,0.7845953434553717,191
50,30,10,4,sqrt,0.945369395095829,-0.4606241215225843,0.7845953434553717,191
50,10,10,4,log2,0.9430435083955346,-0.46226922390380654,0.7600121813726955,197
50,10,10,4,sqrt,0.9430435083955346,-0.46226922390380654,0.7600121813726955,197
50,10,10,1,sqrt,0.9593280219455866,-0.4662875636404296,0.8293628869543362,199
50,10,10,1,log2,0.9593280219455866,-0.4662875636404296,0.8293628869543362,199
50,30,5,4,log2,0.9500821846727465,-0.49900953211524735,0.7730644114061473,201
50,None,2,4,sqrt,0.9500821846727465,-0.49900953211524735,0.7730644114061473,201
50,30,2,4,log2,0.9500821846727465,-0.49900953211524735,0.7730644114061473,201
50,None,5,4,sqrt,0.9500821846727465,-0.49900953211524735,0.7730644114061473,201
50,20,2,4,log2,0.9500821846727465,-0.49900953211524735,0.7730644114061473,201
50,30,2,4,sqrt,0.9500821846727465,-0.49900953211524735,0.7730644114061473,201
50,20,5,4,sqrt,0.9500821846727465,-0.49900953211524735,0.7730644114061473,201
50,30,5,4,sqrt,0.9500821846727465,-0.49900953211524735,0.7730644114061473,201
50,20,5,4,log2,0.9500821846727465,-0.49900953211524735,0.7730644114061473,201
50,None,2,4,log2,0.9500821846727465,-0.49900953211524735,0.7730644114061473,201
50,None,5,4,log2,0.9500821846727465,-0.49900953211524735,0.7730644114061473,201
50,20,2,4,sqrt,0.9500821846727465,-0.49900953211524735,0.7730644114061473,201
50,10,5,4,log2,0.947301441450126,-0.5008490526143021,0.7853792909546143,213
50,10,2,4,sqrt,0.947301441450126,-0.5008490526143021,0.7853792909546143,213
50,10,2,4,log2,0.947301441450126,-0.5008490526143021,0.7853792909546143,213
50,10,5,4,sqrt,0.947301441450126,-0.5008490526143021,0.7853792909546143,213
